t,id,iq,omega,gamma
-176.0000E-03,-267.2060E-03,-270.8125E-03,-4.1809045E+00,-2.1100502E+00
-175.7500E-03,-216.8557E-03,-321.6080E-03,-4.1809045E+00,-2.2708542E+00
-175.5000E-03,-257.8981E-03,-321.6080E-03,-4.1098104E+00,-2.5738464E+00
-175.2500E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,-2.8336683E+00
-175.0000E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,-3.0266520E+00
-174.7500E-03,-133.8806E-03,-321.6080E-03,-4.1809045E+00,-3.1552764E+00
-174.5000E-03,-106.4020E-03,-328.3429E-03,-4.1072373E+00,-3.4701496E+00
-174.2500E-03,-26.0000E-03,-321.6080E-03,-4.1145114E+00,-3.7180904E+00
-174.0000E-03,-71.6493E-03,-356.3608E-03,-4.1809045E+00,-3.9592964E+00
-173.7500E-03,-26.0000E-03,-321.6080E-03,-4.1005025E+00,-4.1755970E+00
-173.5000E-03,-267.2060E-03,-241.2060E-03,-4.2571448E+00,-4.5221105E+00
-173.2500E-03,-267.2060E-03,-321.6080E-03,-4.2613065E+00,-4.6829145E+00
-173.0000E-03,-267.2060E-03,-321.6080E-03,-4.1809045E+00,-4.9556961E+00
-172.7500E-03,-209.1364E-03,-379.6777E-03,-4.1809045E+00,-5.2457286E+00
-172.5000E-03,-186.8040E-03,-321.6080E-03,-4.2597179E+00,-5.4869346E+00
-172.2500E-03,-167.6488E-03,-321.6080E-03,-4.1617493E+00,-5.6477386E+00
-172.0000E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,-5.9288436E+00
-171.7500E-03,-106.4020E-03,-260.9653E-03,-4.1005025E+00,-6.2105527E+00
-171.5000E-03,-106.4020E-03,-242.1906E-03,-4.1818890E+00,-6.3713567E+00
-171.2500E-03,-84.6737E-03,-321.6080E-03,-4.1809045E+00,-6.5908344E+00
-171.0000E-03,+16.4721E-03,-321.6080E-03,-4.1005025E+00,-6.8583109E+00
-170.7500E-03,-186.8040E-03,-160.8040E-03,-4.1980906E+00,-7.0949748E+00
-170.5000E-03,-267.2060E-03,-241.2060E-03,-4.1005025E+00,-7.2593365E+00
-170.2500E-03,-211.1054E-03,-321.6080E-03,-4.1248039E+00,-7.4969848E+00
-170.0000E-03,-222.1608E-03,-356.9648E-03,-4.1005025E+00,-7.7929245E+00
-169.7500E-03,-186.8040E-03,-402.0100E-03,-4.1005025E+00,-8.0597989E+00
-169.5000E-03,-106.4020E-03,-402.0100E-03,-4.1809045E+00,+7.5381909E+00
-169.2500E-03,-106.4020E-03,-402.0100E-03,-4.2613065E+00,+7.2969848E+00
-169.0000E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,+7.1361808E+00
-168.7500E-03,-94.3621E-03,-389.9701E-03,-4.2492666E+00,+6.9070147E+00
-168.5000E-03,-97.6981E-03,-321.6080E-03,-4.1005025E+00,+6.6450649E+00
-168.2500E-03,-26.0000E-03,-351.0557E-03,-4.1005025E+00,+6.4125627E+00
-168.0000E-03,-186.8040E-03,-160.8040E-03,-4.1809045E+00,+6.2517587E+00
-167.7500E-03,-267.2060E-03,-241.2060E-03,-4.1005025E+00,+6.0105527E+00
-167.5000E-03,-267.2060E-03,-321.6080E-03,-4.1117795E+00,+5.6889447E+00
-167.2500E-03,-186.8040E-03,-321.6080E-03,-4.1488837E+00,+5.4477386E+00
-167.0000E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,+5.2869346E+00
-166.7500E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,+5.0526223E+00
-166.5000E-03,-106.4020E-03,-402.0100E-03,-4.1005025E+00,+4.7241205E+00
-166.2500E-03,-106.4020E-03,-367.4162E-03,-4.1809045E+00,+4.5287226E+00
-166.0000E-03,-81.3377E-03,-346.6724E-03,-4.2613065E+00,+4.1863708E+00
-165.7500E-03,-26.0000E-03,-321.6080E-03,-4.1765839E+00,+4.0005025E+00
-165.5000E-03,-89.9788E-03,-321.6080E-03,-4.1809045E+00,+3.8396984E+00
-165.2500E-03,-230.0390E-03,-123.6370E-03,-4.2613065E+00,+3.5984924E+00
-165.0000E-03,-209.2952E-03,-241.2060E-03,-4.1584133E+00,+3.2639560E+00
-164.7500E-03,-188.5515E-03,-321.6080E-03,-4.1809045E+00,+3.0356784E+00
-164.5000E-03,-186.8040E-03,-321.6080E-03,-4.1194988E+00,+2.8748743E+00
-164.2500E-03,-147.0639E-03,-321.6080E-03,-4.1809045E+00,+2.6336683E+00
-164.0000E-03,-186.8040E-03,-382.0919E-03,-4.1809045E+00,+2.4123804E+00
-163.7500E-03,-107.2277E-03,-321.6080E-03,-4.1005025E+00,+2.1504306E+00
-163.5000E-03,-127.9715E-03,-380.4406E-03,-4.1809045E+00,+1.9100502E+00
-163.2500E-03,-106.4020E-03,-321.6080E-03,-4.1005025E+00,+1.7492462E+00
-163.0000E-03,-106.4020E-03,-338.9530E-03,-4.1809045E+00,+1.3819262E+00
-162.7500E-03,-26.0000E-03,-321.6080E-03,-4.1005025E+00,+1.1864321E+00
-162.5000E-03,-210.9466E-03,-160.8040E-03,-4.1809045E+00,+840.6815E-03
-162.2500E-03,-267.2060E-03,-286.0924E-03,-4.1809045E+00,+623.6181E-03
-162.0000E-03,-267.2060E-03,-387.2382E-03,-4.2613065E+00,+382.4121E-03
-161.7500E-03,-267.2060E-03,-321.6080E-03,-4.1749326E+00,+221.6080E-03
-161.5000E-03,-186.8040E-03,-321.6080E-03,-4.2076202E+00,-100.0000E-03
-161.2500E-03,-153.8615E-03,-369.0675E-03,-4.1809045E+00,-293.7466E-03
-161.0000E-03,-118.6008E-03,-321.6080E-03,-4.2613065E+00,-502.0100E-03
-160.7500E-03,-178.2590E-03,-321.6080E-03,-4.1809045E+00,-662.8141E-03
-160.5000E-03,-77.1132E-03,-321.6080E-03,-4.1005025E+00,-1.0137109E+00
-160.2500E-03,-26.0000E-03,-321.6080E-03,-4.2309371E+00,-1.2559976E+00
-160.0000E-03,-26.0000E-03,-321.6080E-03,-4.1101281E+00,-1.3864321E+00
-159.7500E-03,-14.8819E-03,-390.8919E-03,-4.1920226E+00,-1.6969221E+00
-159.5000E-03,-235.3441E-03,-241.2060E-03,-4.1005025E+00,-1.9811081E+00
-159.2500E-03,-267.2060E-03,-241.2060E-03,-4.1005025E+00,-2.1904522E+00
-159.0000E-03,-186.8040E-03,-394.9575E-03,-4.1075550E+00,-2.5120603E+00
-158.7500E-03,-186.8040E-03,-402.0100E-03,-4.2613065E+00,-2.7532663E+00
-158.5000E-03,-186.8040E-03,-321.6080E-03,-4.1464694E+00,-2.9600373E+00
-158.2500E-03,-161.5808E-03,-321.6080E-03,-4.2360833E+00,-3.1000975E+00
-158.0000E-03,-182.3246E-03,-321.6080E-03,-4.1809045E+00,-3.4768844E+00
-157.7500E-03,-106.4020E-03,-321.6080E-03,-4.1005025E+00,-3.7180904E+00
-157.5000E-03,-106.4020E-03,-284.5999E-03,-4.2179126E+00,-3.8788944E+00
-157.2500E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,-4.0396985E+00
-157.0000E-03,-186.8040E-03,-82.3083E-03,-4.1809045E+00,-4.4398022E+00
-156.7500E-03,-205.6415E-03,-179.6415E-03,-4.1620670E+00,-4.6213500E+00
-156.5000E-03,-267.2060E-03,-280.7873E-03,-4.1809045E+00,-4.8437185E+00
-156.2500E-03,-267.2060E-03,-321.6080E-03,-4.1809045E+00,-5.0045226E+00
-156.0000E-03,-186.8040E-03,-321.6080E-03,-4.1005025E+00,-5.3267974E+00
-155.7500E-03,-127.8126E-03,-343.0186E-03,-4.1809045E+00,-5.5673366E+00
-155.5000E-03,-144.6496E-03,-363.7624E-03,-4.1387501E+00,-5.7702950E+00
-155.2500E-03,-106.4020E-03,-402.0100E-03,-4.1809045E+00,-6.1301507E+00
-155.0000E-03,-106.4020E-03,-402.0100E-03,-4.2580666E+00,-6.2909547E+00
-154.7500E-03,-106.4020E-03,-402.0100E-03,-4.2048882E+00,-6.5321607E+00
-154.5000E-03,-26.0000E-03,-321.6080E-03,-4.1452300E+00,-6.8537688E+00
-154.2500E-03,-186.8040E-03,-80.4020E-03,-4.1809045E+00,-7.0800441E+00
-154.0000E-03,-261.3930E-03,-241.2060E-03,-4.1809045E+00,-7.2557788E+00
-153.7500E-03,-267.2060E-03,-295.0512E-03,-4.1809045E+00,-7.4165828E+00
-153.5000E-03,-186.8040E-03,-321.6080E-03,-4.1478031E+00,-7.8185929E+00
-153.2500E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,-7.9793969E+00
-153.0000E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,+7.7793969E+00
-152.7500E-03,-186.8040E-03,-321.6080E-03,-4.1005025E+00,+7.5381909E+00
-152.5000E-03,-136.9303E-03,-321.6080E-03,-4.2307782E+00,+7.2165828E+00
-152.2500E-03,-106.4020E-03,-331.3925E-03,-4.1005025E+00,+7.0459943E+00
-152.0000E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,+6.8840155E+00
-151.7500E-03,-26.0000E-03,-402.0100E-03,-4.2126075E+00,+6.6537688E+00
-151.5000E-03,-186.8040E-03,-132.8488E-03,-4.1005025E+00,+6.2517587E+00
-151.2500E-03,-267.2060E-03,-314.3966E-03,-4.1077139E+00,+6.1641453E+00
-151.0000E-03,-267.2060E-03,-335.1404E-03,-4.1944369E+00,+5.7693467E+00
-150.7500E-03,-221.0802E-03,-321.6080E-03,-4.1466283E+00,+5.5281406E+00
-150.5000E-03,-212.1861E-03,-321.6080E-03,-4.2613065E+00,+5.3419546E+00
-150.2500E-03,-186.8040E-03,-321.6080E-03,-4.1855428E+00,+5.1261306E+00
-150.0000E-03,-122.5075E-03,-321.6080E-03,-4.1809045E+00,+4.8045226E+00
-149.7500E-03,-106.4020E-03,-365.1608E-03,-4.2177538E+00,+4.6068693E+00
-149.5000E-03,-106.4020E-03,-321.6080E-03,-4.1233114E+00,+4.4025125E+00
-149.2500E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,+4.2396433E+00
-149.0000E-03,-87.7234E-03,-321.6080E-03,-4.1191811E+00,+3.9014218E+00
-148.7500E-03,-186.8040E-03,-80.4020E-03,-4.1005025E+00,+3.6788944E+00
-148.5000E-03,-267.2060E-03,-321.6080E-03,-4.1809045E+00,+3.4978546E+00
-148.2500E-03,-266.6981E-03,-321.6080E-03,-4.1010104E+00,+3.2768844E+00
-148.0000E-03,-245.9543E-03,-380.7583E-03,-4.2021562E+00,+2.9552763E+00
-147.7500E-03,-186.8040E-03,-402.0100E-03,-4.1005025E+00,+2.7524768E+00
-147.5000E-03,-186.8040E-03,-402.0100E-03,-4.1809045E+00,+2.3924623E+00
-147.2500E-03,-106.4020E-03,-479.3310E-03,-4.1005025E+00,+2.2285772E+00
-147.0000E-03,-106.4020E-03,-402.0100E-03,-4.2374816E+00,+1.9904522E+00
-146.7500E-03,-106.4020E-03,-357.4414E-03,-4.1809045E+00,+1.7492462E+00
-146.5000E-03,-106.4020E-03,-321.6080E-03,-4.1959941E+00,+1.4276382E+00
-146.2500E-03,-26.0000E-03,-321.6080E-03,-4.1005025E+00,+1.2668342E+00
-146.0000E-03,-26.0000E-03,-321.6080E-03,-4.2073024E+00,+1.0520261E+00
-145.7500E-03,-186.8040E-03,-160.8040E-03,-4.1809045E+00,+831.5638E-03
-145.5000E-03,-267.2060E-03,-321.6080E-03,-4.1683880E+00,+475.3305E-03
-145.2500E-03,-195.0313E-03,-321.6080E-03,-4.1809045E+00,+302.0100E-03
-145.0000E-03,-186.8040E-03,-321.6080E-03,-4.1005025E+00,+89.7751E-03
-144.7500E-03,-186.8040E-03,-371.3229E-03,-4.1502173E+00,-69.3129E-03
-144.5000E-03,-176.8607E-03,-392.0667E-03,-4.1005025E+00,-421.6080E-03
-144.2500E-03,-117.2024E-03,-391.2096E-03,-4.1005025E+00,-662.8141E-03
-144.0000E-03,-106.4020E-03,-402.0100E-03,-4.1982181E+00,-823.6181E-03
-143.7500E-03,-78.2880E-03,-402.0100E-03,-4.1527904E+00,-1.2256281E+00
-143.5000E-03,-26.0000E-03,-402.0100E-03,-4.1078727E+00,-1.3864321E+00
-143.2500E-03,-26.0000E-03,-402.0100E-03,-4.2613065E+00,-1.5472362E+00
-143.0000E-03,-267.2060E-03,-287.4907E-03,-4.1809045E+00,-1.9492462E+00
-142.7500E-03,-267.2060E-03,-321.6080E-03,-4.1809045E+00,-2.1355911E+00
-142.5000E-03,-262.4089E-03,-326.4052E-03,-4.2565094E+00,-2.3464591E+00
-142.2500E-03,-251.2594E-03,-321.6080E-03,-4.1649578E+00,-2.5120603E+00
-142.0000E-03,-186.8040E-03,-365.3196E-03,-4.1809045E+00,-2.8336683E+00
-141.7500E-03,-186.8040E-03,-321.6080E-03,-4.1579367E+00,-3.0748743E+00
-141.5000E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,-3.3116323E+00
-141.2500E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,-3.4583646E+00
-141.0000E-03,-106.4020E-03,-321.6080E-03,-4.1397660E+00,-3.7984924E+00
-140.7500E-03,-26.0000E-03,-321.6080E-03,-4.1809045E+00,-4.0396985E+00
-140.5000E-03,+54.0529E-03,-321.9571E-03,-4.1005025E+00,-4.2005025E+00
-140.2500E-03,-267.2060E-03,-160.8040E-03,-4.1809045E+00,-4.6025125E+00
-140.0000E-03,-309.0427E-03,-321.6080E-03,-4.2194698E+00,-4.7633165E+00
-139.7500E-03,-267.2060E-03,-321.6080E-03,-4.2613065E+00,-4.9419421E+00
-139.5000E-03,-189.7262E-03,-321.6080E-03,-4.1034247E+00,-5.2486508E+00
-139.2500E-03,-186.8040E-03,-402.0100E-03,-4.2613065E+00,-5.4869346E+00
-139.0000E-03,-186.8040E-03,-357.6003E-03,-4.1809045E+00,-5.7281406E+00
-138.7500E-03,-121.6505E-03,-321.6080E-03,-4.2460580E+00,-5.8889447E+00
-138.5000E-03,-111.8973E-03,-321.6080E-03,-4.1809045E+00,-6.2105527E+00
-138.2500E-03,-106.4020E-03,-321.6080E-03,-4.1005025E+00,-6.4517587E+00
-138.0000E-03,-59.4191E-03,-321.6080E-03,-4.2278874E+00,-6.6125627E+00
-137.7500E-03,-106.4020E-03,-321.6080E-03,-4.1682291E+00,-6.7860421E+00
-137.5000E-03,-259.1376E-03,-241.2060E-03,-4.1809045E+00,-7.1753768E+00
-137.2500E-03,-267.2060E-03,-321.6080E-03,-4.1293147E+00,-7.3877706E+00
-137.0000E-03,-267.2060E-03,-371.1640E-03,-4.1809045E+00,-7.5773869E+00
-136.7500E-03,-257.1038E-03,-391.9078E-03,-4.1809045E+00,-7.7381909E+00
-136.5000E-03,-186.8040E-03,-332.2496E-03,-4.1005025E+00,-8.1402009E+00
-136.2500E-03,-137.7873E-03,-402.0100E-03,-4.1809045E+00,+7.6185929E+00
-136.0000E-03,-106.4020E-03,-402.0100E-03,-4.2091774E+00,+7.2969848E+00
-135.7500E-03,-106.4020E-03,-329.1371E-03,-4.2537774E+00,+7.1286517E+00
-135.5000E-03,-106.4020E-03,-334.8227E-03,-4.1809045E+00,+6.8949748E+00
-135.2500E-03,-26.0000E-03,-321.6080E-03,-4.1809045E+00,+6.7002123E+00
-135.0000E-03,-300.2E-06,-347.3078E-03,-4.1005025E+00,+6.3321607E+00
-134.7500E-03,-186.8040E-03,-80.4020E-03,-4.1809045E+00,+6.1713567E+00
-134.5000E-03,-267.2060E-03,-305.8202E-03,-4.1005025E+00,+5.9459385E+00
-134.2500E-03,-230.6745E-03,-241.2060E-03,-4.2613065E+00,+5.8058782E+00
-134.0000E-03,-186.8040E-03,-321.6080E-03,-4.1577778E+00,+5.4246120E+00
-133.7500E-03,-186.8040E-03,-402.0100E-03,-4.1785216E+00,+5.2845517E+00
-133.5000E-03,-168.4431E-03,-321.6080E-03,-4.1809045E+00,+5.0457286E+00
-133.2500E-03,-145.5067E-03,-362.9054E-03,-4.1005025E+00,+4.8458199E+00
-133.0000E-03,-106.4020E-03,-381.4565E-03,-4.1809045E+00,+4.4829145E+00
-132.7500E-03,-106.4020E-03,-402.0100E-03,-4.2611162E+00,+4.3219203E+00
-132.5000E-03,-85.4680E-03,-321.6080E-03,-4.1005025E+00,+3.9201005E+00
-132.2500E-03,-26.0000E-03,-321.6080E-03,-4.1809045E+00,+3.7592964E+00
-132.0000E-03,-186.8040E-03,-160.8040E-03,-4.2613065E+00,+3.5984924E+00
-131.7500E-03,-267.2060E-03,-238.4427E-03,-4.1809045E+00,+3.3572864E+00
-131.5000E-03,-267.2060E-03,-264.7132E-03,-4.1809045E+00,+3.0121712E+00
-131.2500E-03,-222.9551E-03,-285.4569E-03,-4.1005025E+00,+2.7944723E+00
-131.0000E-03,-171.3967E-03,-321.6080E-03,-4.1963118E+00,+2.6336683E+00
-130.7500E-03,-186.8040E-03,-321.6080E-03,-4.1809045E+00,+2.4675278E+00
-130.5000E-03,-186.8040E-03,-347.6883E-03,-4.1265827E+00,+2.0447740E+00
-130.2500E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,+1.8764722E+00
-130.0000E-03,-106.4020E-03,-321.6080E-03,-4.1005025E+00,+1.6688442E+00
-129.7500E-03,-98.4924E-03,-394.1005E-03,-4.1809045E+00,+1.5001306E+00
-129.5000E-03,-77.7486E-03,-321.6080E-03,-4.2613065E+00,+1.1060301E+00
-129.2500E-03,-217.8089E-03,-160.8040E-03,-4.2613065E+00,+945.2261E-03
-129.0000E-03,-197.0651E-03,-311.3470E-03,-4.1809045E+00,+543.2161E-03
-128.7500E-03,-256.7233E-03,-321.6080E-03,-4.1913872E+00,+312.4927E-03
-128.5000E-03,-186.8040E-03,-290.3816E-03,-4.1317289E+00,+172.4325E-03
-128.2500E-03,-186.8040E-03,-321.6080E-03,-4.2613065E+00,-19.5980E-03
-128.0000E-03,-186.8040E-03,-248.8940E-03,-4.1732165E+00,-341.2060E-03
-127.7500E-03,-173.7482E-03,-321.6080E-03,-4.1678487E+00,-582.4121E-03
-127.5000E-03,-106.4020E-03,-321.6080E-03,-4.2275069E+00,-777.0157E-03
-127.2500E-03,-106.4020E-03,-321.6080E-03,-4.1550458E+00,-958.5635E-03
-127.0000E-03,-106.4020E-03,-321.6080E-03,-4.1809045E+00,-1.3813173E+00
-126.7500E-03,-26.0000E-03,-321.6080E-03,-4.1161314E+00,-1.4824631E+00
-126.5000E-03,-186.8040E-03,-160.8040E-03,-4.2172772E+00,-1.6716675E+00
-126.2500E-03,-267.2060E-03,-321.6080E-03,-4.1809045E+00,-1.8688442E+00
-126.0000E-03,-189.3458E-03,-321.6080E-03,-4.1783627E+00,-2.2683125E+00
-125.7500E-03,-186.8040E-03,-402.0100E-03,-4.1809045E+00,-2.4316583E+00
-125.5000E-03,-186.8040E-03,+1.4057800E+00,-4.2198503E+00,-2.8336683E+00
-125.2500E-03,-347.6080E-03,+2.1708542E+00,-4.1809045E+00,-3.0151847E+00
-125.0000E-03,-669.2161E-03,+2.9748743E+00,-4.1809045E+00,-3.2356470E+00
-124.7500E-03,-990.8241E-03,+3.2964824E+00,-4.2613065E+00,-3.3964824E+00
-124.5000E-03,-1.6340402E+00,+3.4988053E+00,-4.1393855E+00,-3.7596094E+00
-124.2500E-03,-1.9375089E+00,+3.5195491E+00,-4.1809045E+00,-3.9592964E+00
-124.0000E-03,-2.2772563E+00,+3.4572864E+00,-4.1783000E+00,-4.1201005E+00
-123.7500E-03,-1.3928342E+00,+3.7788944E+00,-4.2042528E+00,-4.3613065E+00
-123.5000E-03,-428.0100E-03,+4.1005025E+00,-4.1005025E+00,-4.6829145E+00
-123.2500E-03,+230.7722E-03,+4.2613065E+00,-4.1809045E+00,-4.8592847E+00
-123.0000E-03,+536.8141E-03,+4.4221105E+00,-4.1809045E+00,-5.0849246E+00
-122.7500E-03,+189.2846E-03,+4.5025125E+00,-4.1005025E+00,-5.2457286E+00
-122.5000E-03,-461.7469E-03,+4.5025125E+00,-4.1342393E+00,-5.6010735E+00
-122.2500E-03,-762.6111E-03,+4.4221105E+00,-4.1005025E+00,-5.8759516E+00
-122.0000E-03,-1.1516281E+00,+4.3417085E+00,-4.1809045E+00,-5.9693467E+00
-121.7500E-03,-1.4732362E+00,+4.2613065E+00,-4.1809045E+00,-6.2105527E+00
-121.5000E-03,-2.1164522E+00,+4.0201005E+00,-4.1005025E+00,-6.5321607E+00
-121.2500E-03,-2.3576583E+00,+3.8488765E+00,-4.1809045E+00,-6.7033847E+00
-121.0000E-03,-2.6091881E+00,+3.6984924E+00,-4.1005025E+00,-6.9341708E+00
-120.7500E-03,-1.7144422E+00,+4.0201005E+00,-4.0201005E+00,-7.1260424E+00
-120.5000E-03,-319.0174E-03,+4.3417085E+00,-4.1005025E+00,-7.3361808E+00
-120.2500E-03,+528.9672E-03,+4.4221105E+00,-4.1005025E+00,-7.4969848E+00
-120.0000E-03,+295.6080E-03,+4.6504196E+00,-4.0201005E+00,-7.8989949E+00
-119.7500E-03,-72.7613E-03,+4.6633165E+00,-4.0668617E+00,-8.0597989E+00
-119.5000E-03,-428.0100E-03,+4.6089320E+00,-4.0201005E+00,+7.6989949E+00
-119.2500E-03,-749.6181E-03,+4.5829145E+00,-4.1005025E+00,+7.5381909E+00
-119.0000E-03,-1.1361581E+00,+4.5025125E+00,-4.0201005E+00,+7.2969848E+00
-118.7500E-03,-1.4290480E+00,+4.3779223E+00,-4.0201005E+00,+7.1361808E+00
-118.5000E-03,-2.0594946E+00,+4.1809045E+00,-3.9966561E+00,+6.7911284E+00
-118.2500E-03,-2.3576583E+00,+4.0201005E+00,-4.0201005E+00,+6.5760674E+00
-118.0000E-03,-2.6792663E+00,+3.8592964E+00,-4.0020573E+00,+6.4125627E+00
-117.7500E-03,-1.7948442E+00,+4.1809045E+00,-3.8980834E+00,+6.2517587E+00
-117.5000E-03,-508.4121E-03,+4.5620433E+00,-4.0201005E+00,+6.0105527E+00
-117.2500E-03,+215.3335E-03,+4.6633165E+00,-3.9398259E+00,+5.8497487E+00
-117.0000E-03,+376.0100E-03,+4.8839063E+00,-3.9396985E+00,+5.5075243E+00
-116.7500E-03,+13.0419E-03,+4.8631625E+00,-4.0201005E+00,+5.2869346E+00
-116.5000E-03,-347.6080E-03,+4.8241206E+00,-3.9396985E+00,+5.0640267E+00
-116.2500E-03,-671.6617E-03,+4.8216749E+00,-4.0176548E+00,+4.8849246E+00
-116.0000E-03,-1.3928342E+00,+4.5829145E+00,-3.9396985E+00,+4.5633165E+00
-115.7500E-03,-1.7144422E+00,+4.4660437E+00,-3.9761673E+00,+4.3585793E+00
-115.5000E-03,-2.1007272E+00,+4.3417085E+00,-4.0847774E+00,+4.1613065E+00
-115.2500E-03,-2.3576583E+00,+4.1809045E+00,-4.0150817E+00,+4.0005025E+00
-115.0000E-03,-2.6792663E+00,+3.9943379E+00,-3.9396985E+00,+3.8139359E+00
-114.7500E-03,-1.7144422E+00,+4.2952022E+00,-3.9396985E+00,+3.5984924E+00
-114.5000E-03,-749.6181E-03,+4.5829145E+00,-3.9265465E+00,+3.2768844E+00
-114.2500E-03,-26.0000E-03,+4.7437185E+00,-3.8668883E+00,+3.0356784E+00
-114.0000E-03,+456.4121E-03,+4.9045226E+00,-4.0201005E+00,+2.8748743E+00
-113.7500E-03,+103.4814E-03,+4.9045226E+00,-3.9396985E+00,+2.7140703E+00
-113.5000E-03,-267.2060E-03,+4.8241206E+00,-3.8487176E+00,+2.4728643E+00
-113.2500E-03,-588.8141E-03,+4.8139556E+00,-3.9396985E+00,+2.3120603E+00
-113.0000E-03,-1.3124321E+00,+4.5829145E+00,-3.9087897E+00,+1.9409590E+00
-112.7500E-03,-1.3124321E+00,+4.5312620E+00,-3.8592964E+00,+1.9100502E+00
-112.5000E-03,-1.9556482E+00,+4.3417085E+00,-3.8592964E+00,+1.5080402E+00
-112.2500E-03,-2.2772563E+00,+4.1809045E+00,-3.8592964E+00,+1.3472362E+00
-112.0000E-03,-2.5988643E+00,+4.0201005E+00,-3.8592964E+00,+1.2199140E+00
-111.7500E-03,-1.6340402E+00,+4.3155321E+00,-3.7788944E+00,+999.4518E-03
-111.5000E-03,-347.6080E-03,+4.5829145E+00,-3.8592964E+00,+784.4221E-03
-111.2500E-03,+441.1008E-03,+4.6633165E+00,-3.9396985E+00,+623.6181E-03
-111.0000E-03,+858.4221E-03,+4.7437185E+00,-3.8232414E+00,+426.7591E-03
-110.7500E-03,+480.0153E-03,+4.7437185E+00,-3.7788944E+00,+221.6080E-03
-110.5000E-03,-186.8040E-03,+4.7437185E+00,-3.8592964E+00,-180.4020E-03
-110.2500E-03,-186.8040E-03,+4.7616029E+00,-3.7788944E+00,-162.5177E-03
-110.0000E-03,-871.7940E-03,+4.6633165E+00,-3.6984924E+00,-502.0100E-03
-109.7500E-03,-1.2320301E+00,+4.5235426E+00,-3.7788944E+00,-662.8141E-03
-109.5000E-03,-1.5536382E+00,+4.5025125E+00,-3.8592964E+00,-823.9044E-03
-109.2500E-03,-1.9556482E+00,+4.3417085E+00,-3.7788944E+00,-1.0648241E+00
-109.0000E-03,-2.2360550E+00,+4.1809045E+00,-3.6984924E+00,-1.2256281E+00
-108.7500E-03,-2.5184623E+00,+4.0201005E+00,-3.6180904E+00,-1.4668342E+00
-108.5000E-03,-2.8377835E+00,+3.7788944E+00,-3.7766077E+00,-1.6276382E+00
-108.2500E-03,-1.8752462E+00,+4.1005025E+00,-3.7788944E+00,-1.8688442E+00
-108.0000E-03,-471.7844E-03,+4.5025125E+00,-3.6984924E+00,-1.9858739E+00
-107.7500E-03,+295.6080E-03,+4.5987984E+00,-3.6180904E+00,-2.2549704E+00
-107.5000E-03,+612.3562E-03,+4.7437185E+00,-3.6180904E+00,-2.3512563E+00
-107.2500E-03,+240.8097E-03,+4.8241206E+00,-3.6984924E+00,-2.5924623E+00
-107.0000E-03,-106.4020E-03,+4.8241206E+00,-3.6644379E+00,-2.7532663E+00
-106.7500E-03,-495.1013E-03,+4.8108098E+00,-3.6180904E+00,-2.9811616E+00
-106.5000E-03,-830.0201E-03,+4.7437185E+00,-3.6180904E+00,-3.1552764E+00
-106.2500E-03,-1.1798049E+00,+4.6633165E+00,-3.5658652E+00,-3.3160804E+00
-106.0000E-03,-1.5221567E+00,+4.5829145E+00,-3.6984924E+00,-3.5258050E+00
-105.7500E-03,-1.7948442E+00,+4.4328482E+00,-3.6180904E+00,-3.7180904E+00
-105.5000E-03,-2.5184623E+00,+4.1005025E+00,-3.6080843E+00,-4.0396985E+00
-105.2500E-03,-2.5184623E+00,+4.1005025E+00,-3.5376884E+00,-4.0396985E+00
-105.0000E-03,-2.4380603E+00,+3.9686068E+00,-3.5376884E+00,-4.3902148E+00
-104.7500E-03,-1.5618027E+00,+4.3417085E+00,-3.6180904E+00,-4.6747500E+00
-104.5000E-03,-186.8040E-03,+4.5954938E+00,-3.6055112E+00,-4.8437185E+00
-104.2500E-03,+617.2161E-03,+4.7437185E+00,-3.5376884E+00,-5.0045226E+00
-104.0000E-03,+321.9432E-03,+4.7437185E+00,-3.5376884E+00,-5.1916618E+00
-103.7500E-03,-26.0000E-03,+4.7437185E+00,-3.4628778E+00,-5.4009412E+00
-103.5000E-03,-347.6080E-03,+4.7437185E+00,-3.6180904E+00,-5.5673366E+00
-103.2500E-03,-749.6181E-03,+4.6633165E+00,-3.5376884E+00,-5.7281406E+00
-103.0000E-03,-1.0712261E+00,+4.5829145E+00,-3.5376884E+00,-5.9455846E+00
-102.7500E-03,-1.3928342E+00,+4.4221105E+00,-3.4572864E+00,-6.1271324E+00
-102.5000E-03,-1.7144422E+00,+4.3594340E+00,-3.4395609E+00,-6.3536312E+00
