t,id,iq,omega,gamma
-102.2500E-03,-2.0360502E+00,+4.2613065E+00,-3.4572864E+00,-6.4936915E+00
-102.0000E-03,-2.3576583E+00,+4.1216914E+00,-3.5588774E+00,-6.6125627E+00
-101.7500E-03,-2.6792663E+00,+3.9396985E+00,-3.5372432E+00,-6.8537688E+00
-101.5000E-03,-1.7144422E+00,+4.2410079E+00,-3.4572864E+00,-7.0348714E+00
-101.2500E-03,-669.2161E-03,+4.5025125E+00,-3.4162440E+00,-7.0556152E+00
-101.0000E-03,+295.6080E-03,+4.6633165E+00,-3.3768844E+00,-7.4783690E+00
-100.7500E-03,+1.0996281E+00,+4.6633165E+00,-3.3768844E+00,-7.4165828E+00
-100.5000E-03,+755.1484E-03,+4.6633165E+00,-3.3540127E+00,-7.6002586E+00
-100.2500E-03,+376.0100E-03,+4.7437185E+00,-3.2964824E+00,-7.7749774E+00
-100.0000E-03,+54.4020E-03,+4.7437185E+00,-3.3929271E+00,-7.9793969E+00
-99.7500E-03,-347.6080E-03,+4.7437185E+00,-3.4572864E+00,+7.7793969E+00
-99.5000E-03,-669.2161E-03,+4.6633165E+00,-3.3768844E+00,+7.5381909E+00
-99.2500E-03,-990.8241E-03,+4.5829145E+00,-3.3768844E+00,+7.3773869E+00
-99.0000E-03,-1.3124321E+00,+4.5025125E+00,-3.3768844E+00,+7.2165828E+00
-98.7500E-03,-1.6413143E+00,+4.3489826E+00,-3.2964824E+00,+7.0485047E+00
-98.5000E-03,-2.0080323E+00,+4.2893244E+00,-3.2964824E+00,+6.8145728E+00
-98.2500E-03,-2.3260180E+00,+4.1492642E+00,-3.2648421E+00,+6.6537688E+00
-98.0000E-03,-2.5988643E+00,+4.0092039E+00,-3.2160804E+00,+6.4929648E+00
-97.7500E-03,-2.2772563E+00,+4.0201005E+00,-3.2259276E+00,+6.2517587E+00
-97.5000E-03,-749.6181E-03,+4.5025125E+00,-3.3270734E+00,+6.0909547E+00
-97.2500E-03,+376.0100E-03,+4.6119817E+00,-3.2964824E+00,+6.0909547E+00
-97.0000E-03,+858.4221E-03,+4.7437185E+00,-3.2964824E+00,+5.6972681E+00
-96.7500E-03,+846.0017E-03,+4.7437185E+00,-3.2840620E+00,+5.7569263E+00
-96.5000E-03,+456.4121E-03,+4.7437185E+00,-3.2492445E+00,+5.5613048E+00
-96.2500E-03,+80.8961E-03,+4.8241206E+00,-3.2425744E+00,+5.3673366E+00
-96.0000E-03,-267.2060E-03,+4.8183703E+00,-3.2160804E+00,+5.1261306E+00
-95.7500E-03,-588.8141E-03,+4.7437185E+00,-3.2010869E+00,+4.9653266E+00
-95.5000E-03,-910.4221E-03,+4.6633165E+00,-3.2160804E+00,+4.7687853E+00
-95.2500E-03,-1.2320301E+00,+4.5829145E+00,-3.1356784E+00,+4.5633165E+00
-95.0000E-03,-1.5568153E+00,+4.4221105E+00,-3.1356784E+00,+4.4056897E+00
-94.7500E-03,-1.8928128E+00,+4.3417085E+00,-3.1356784E+00,+4.2417085E+00
-94.5000E-03,-2.2772563E+00,+4.1809045E+00,-3.2160804E+00,+4.0005025E+00
-94.2500E-03,-2.2182021E+00,+4.1218503E+00,-3.2160804E+00,+4.0809045E+00
-94.0000E-03,-1.8752462E+00,+4.1809045E+00,-3.2160804E+00,+3.8396984E+00
-93.7500E-03,-930.5618E-03,+4.4221105E+00,-3.1356784E+00,+3.6788944E+00
-93.5000E-03,+335.1265E-03,+4.5420310E+00,-3.1356784E+00,+3.4376884E+00
-93.2500E-03,+1.1612554E+00,+4.5212872E+00,-3.1356784E+00,+3.2956591E+00
-93.0000E-03,+860.3912E-03,+4.5829145E+00,-3.1356784E+00,+3.1160804E+00
-92.7500E-03,+916.1113E-03,+4.5829145E+00,-3.1356784E+00,+3.1160804E+00
-92.5000E-03,+536.8141E-03,+4.6633165E+00,-3.0987330E+00,+2.9118197E+00
-92.2500E-03,+215.2060E-03,+4.6633165E+00,-3.0552763E+00,+2.7140703E+00
-92.0000E-03,-182.2618E-03,+4.6633165E+00,-3.1356784E+00,+2.5532663E+00
-91.7500E-03,-508.4121E-03,+4.6633165E+00,-3.0805623E+00,+2.3924623E+00
-91.5000E-03,-830.0201E-03,+4.5829145E+00,-3.0552763E+00,+2.1512563E+00
-91.2500E-03,-830.0201E-03,+4.5829145E+00,-3.0552763E+00,+2.1512563E+00
-91.0000E-03,-1.1516281E+00,+4.5757992E+00,-2.9748743E+00,+1.9904522E+00
-90.7500E-03,-1.5536382E+00,+4.4746534E+00,-3.0552763E+00,+1.8017891E+00
-90.5000E-03,-1.8434471E+00,+4.3417085E+00,-3.0066735E+00,+1.5884422E+00
-90.2500E-03,-2.1857989E+00,+4.1809045E+00,-2.9748743E+00,+1.4276382E+00
-90.0000E-03,-2.4380603E+00,+4.0908141E+00,-2.9748743E+00,+1.2668342E+00
-89.7500E-03,-2.7596683E+00,+3.8592964E+00,-3.0053065E+00,+1.0256281E+00
-89.5000E-03,-1.7436682E+00,+4.1809045E+00,-2.9748743E+00,+813.6481E-03
-89.2500E-03,-669.2161E-03,+4.5025125E+00,-2.9748743E+00,+864.8241E-03
-89.0000E-03,+685.3566E-03,+4.5829145E+00,-2.9748743E+00,+691.7586E-03
-88.7500E-03,+1.0192261E+00,+4.6633165E+00,-2.9418690E+00,+543.2161E-03
-88.5000E-03,+617.2161E-03,+4.6633165E+00,-2.8944723E+00,+302.0100E-03
-88.2500E-03,+617.2161E-03,+4.6633165E+00,-2.9003815E+00,+302.0100E-03
-88.0000E-03,+280.7734E-03,+4.6633165E+00,-2.9093070E+00,+126.3714E-03
-87.7500E-03,-61.5784E-03,+4.6633165E+00,-2.9300507E+00,-100.0000E-03
-87.5000E-03,-428.0100E-03,+4.6392367E+00,-2.9507945E+00,-260.8040E-03
-87.2500E-03,-749.6181E-03,+4.5829145E+00,-2.8944723E+00,-421.6080E-03
-87.0000E-03,-749.6181E-03,+4.5655068E+00,-2.9118801E+00,-421.6080E-03
-86.7500E-03,-1.0712261E+00,+4.4643610E+00,-2.7336683E+00,-620.5636E-03
-86.5000E-03,-1.4143409E+00,+4.4006038E+00,-2.7336683E+00,-823.6181E-03
-86.2500E-03,-1.7948442E+00,+4.2613065E+00,-2.8133074E+00,-1.0640612E+00
-86.0000E-03,-1.7748633E+00,+4.2812874E+00,-2.7336683E+00,-984.4221E-03
-85.7500E-03,-2.0757276E+00,+4.1809045E+00,-2.7743930E+00,-1.2256281E+00
-85.5000E-03,-2.4380603E+00,+4.0201005E+00,-2.7336683E+00,-1.3864321E+00
-85.2500E-03,-2.6792663E+00,+3.7788944E+00,-2.7336683E+00,-1.5490464E+00
-85.0000E-03,-1.7144422E+00,+4.1809045E+00,-2.7336683E+00,-1.7658882E+00
-84.7500E-03,-588.8141E-03,+4.4221105E+00,-2.7707726E+00,-1.7451444E+00
-84.5000E-03,+778.0201E-03,+4.5025125E+00,-2.8140703E+00,-1.9492462E+00
-84.2500E-03,+1.0996281E+00,+4.6633165E+00,-2.7380516E+00,-2.1100502E+00
-84.0000E-03,+697.6181E-03,+4.6633165E+00,-2.7336683E+00,-2.3512563E+00
-83.7500E-03,+697.6181E-03,+4.6633165E+00,-2.7681994E+00,-2.2708542E+00
-83.5000E-03,+295.6080E-03,+4.7299312E+00,-2.6532663E+00,-2.5120603E+00
-83.2500E-03,-26.0000E-03,+4.7437185E+00,-2.6532663E+00,-2.6728643E+00
-83.0000E-03,-319.9078E-03,+4.7437185E+00,-2.6532663E+00,-2.9140703E+00
-82.7500E-03,-347.6080E-03,+4.6633165E+00,-2.6532663E+00,-2.8336683E+00
-82.5000E-03,-669.2161E-03,+4.5829145E+00,-2.6532663E+00,-3.0748743E+00
-82.2500E-03,-1.0003537E+00,+4.5025125E+00,-2.6532663E+00,-3.2356784E+00
-82.0000E-03,-990.8241E-03,+4.5025125E+00,-2.6532663E+00,-3.2356784E+00
-81.7500E-03,-1.3634493E+00,+4.4221105E+00,-2.7042834E+00,-3.4474995E+00
-81.5000E-03,-1.7058011E+00,+4.2613065E+00,-2.6532663E+00,-3.6376884E+00
-81.2500E-03,-1.7144422E+00,+4.3296058E+00,-2.6653690E+00,-3.6376884E+00
-81.0000E-03,-2.0360502E+00,+4.1809045E+00,-2.5728643E+00,-3.8460480E+00
-80.7500E-03,-2.2772563E+00,+4.0201005E+00,-2.5728643E+00,-4.0396985E+00
-80.5000E-03,-2.5988643E+00,+3.8653644E+00,-2.5728643E+00,-4.1322365E+00
-80.2500E-03,-1.8675935E+00,+4.0494520E+00,-2.5728643E+00,-4.2005025E+00
-80.0000E-03,-383.0276E-03,+4.3866909E+00,-2.5728643E+00,-4.3613065E+00
-79.7500E-03,+376.0100E-03,+4.5025125E+00,-2.5728643E+00,-4.5221105E+00
-79.5000E-03,+1.5016382E+00,+4.5025125E+00,-2.5728643E+00,-4.6025125E+00
-79.2500E-03,+1.0996281E+00,+4.5829145E+00,-2.4924623E+00,-4.7633165E+00
-79.0000E-03,+778.0201E-03,+4.6209072E+00,-2.4924623E+00,-4.9241206E+00
-78.7500E-03,+778.0201E-03,+4.5829145E+00,-2.4924623E+00,-4.9457861E+00
-78.5000E-03,+455.4903E-03,+4.6633165E+00,-2.4924623E+00,-5.0858463E+00
-78.2500E-03,+54.4020E-03,+4.6633165E+00,-2.4924623E+00,-5.3261306E+00
-78.0000E-03,+94.9678E-03,+4.6633165E+00,-2.4924623E+00,-5.3261306E+00
-77.7500E-03,-267.2060E-03,+4.7246261E+00,-2.4120603E+00,-5.4869346E+00
-77.5000E-03,-588.8141E-03,+4.5829145E+00,-2.4120603E+00,-5.6477386E+00
-77.2500E-03,-714.0063E-03,+4.5829145E+00,-2.4120603E+00,-5.7057455E+00
-77.0000E-03,-910.4221E-03,+4.5025125E+00,-2.4493234E+00,-5.8889447E+00
-76.7500E-03,-1.2959128E+00,+4.4221105E+00,-2.4285796E+00,-6.1301507E+00
-76.5000E-03,-1.3082077E+00,+4.4221105E+00,-2.4924623E+00,-6.0539731E+00
-76.2500E-03,-1.6340402E+00,+4.3417085E+00,-2.3316583E+00,-6.2355209E+00
-76.0000E-03,-1.9556482E+00,+4.2266165E+00,-2.3316583E+00,-6.4517587E+00
-75.7500E-03,-1.8752462E+00,+4.2473603E+00,-2.4120603E+00,-6.4517587E+00
-75.5000E-03,-2.2772563E+00,+4.0268980E+00,-2.4120603E+00,-6.6125627E+00
-75.2500E-03,-2.3323390E+00,+3.9925591E+00,-2.4120603E+00,-6.6125627E+00
-75.0000E-03,-1.8269611E+00,+4.0683856E+00,-2.3316583E+00,-6.7733668E+00
-74.7500E-03,-830.0201E-03,+4.3303354E+00,-2.3202852E+00,-7.0145728E+00
-74.5000E-03,+938.8241E-03,+4.3417085E+00,-2.3316583E+00,-7.0145728E+00
-74.2500E-03,+1.5016382E+00,+4.3417085E+00,-2.3316583E+00,-7.1753768E+00
-74.0000E-03,+1.1800301E+00,+4.5025125E+00,-2.2512563E+00,-7.3361808E+00
-73.7500E-03,+1.1800301E+00,+4.4309105E+00,-2.2512563E+00,-7.4165828E+00
-73.5000E-03,+789.9639E-03,+4.5144563E+00,-2.2632001E+00,-7.5773869E+00
-73.2500E-03,+858.4221E-03,+4.5025125E+00,-2.2989707E+00,-7.5296724E+00
-73.0000E-03,+483.3827E-03,+4.5829145E+00,-2.1708542E+00,-7.7381909E+00
-72.7500E-03,+462.6389E-03,+4.6633165E+00,-2.1770811E+00,-7.7381909E+00
-72.5000E-03,+134.8040E-03,+4.6633165E+00,-2.2512563E+00,-7.9793969E+00
-72.2500E-03,-186.8040E-03,+4.6633165E+00,-2.2512563E+00,-8.1049402E+00
-72.0000E-03,-186.8040E-03,+4.5829145E+00,-2.2756538E+00,+7.8354014E+00
-71.7500E-03,-508.4121E-03,+4.5829145E+00,-2.1708542E+00,+7.6953411E+00
-71.5000E-03,-893.3321E-03,+4.5025125E+00,-2.1708542E+00,+7.4577889E+00
-71.2500E-03,-910.4221E-03,+4.5025125E+00,-2.2134224E+00,+7.4577889E+00
-71.0000E-03,-1.1734525E+00,+4.4221105E+00,-2.0904522E+00,+7.2969848E+00
-70.7500E-03,-1.2320301E+00,+4.4221105E+00,-2.0904522E+00,+7.2959042E+00
-70.5000E-03,-1.5536382E+00,+4.3417085E+00,-2.1708542E+00,+7.1165177E+00
-70.2500E-03,-1.6344520E+00,+4.3013016E+00,-2.1708542E+00,+7.0557788E+00
-70.0000E-03,-1.8752462E+00,+4.1809045E+00,-2.1708542E+00,+6.8949748E+00
-69.7500E-03,-1.9571407E+00,+4.1794120E+00,-2.0904522E+00,+6.8145728E+00
-69.5000E-03,-2.1164522E+00,+4.0201005E+00,-2.1126885E+00,+6.6537688E+00
-69.2500E-03,-2.2453924E+00,+4.0145424E+00,-2.1278742E+00,+6.6911907E+00
-69.0000E-03,-2.4380603E+00,+3.8592964E+00,-2.0267284E+00,+6.4929648E+00
-68.7500E-03,-2.6792663E+00,+3.6984924E+00,-2.0904522E+00,+6.3321607E+00
-68.5000E-03,-1.3680248E+00,+4.1005025E+00,-2.1460449E+00,+6.3321607E+00
-68.2500E-03,-4.5914E-03,+4.3068596E+00,-2.0100502E+00,+6.1713567E+00
-68.0000E-03,+1.4071311E+00,+4.3276034E+00,-2.0241553E+00,+6.1572517E+00
-67.7500E-03,+1.2537934E+00,+4.4958738E+00,-2.0904522E+00,+5.9367894E+00
-67.5000E-03,+1.2604321E+00,+4.4221105E+00,-2.0904522E+00,+5.9301507E+00
-67.2500E-03,+890.6978E-03,+4.5025125E+00,-1.9619240E+00,+5.7534961E+00
-67.0000E-03,+938.8241E-03,+4.5025125E+00,-2.0100502E+00,+5.7693467E+00
-66.7500E-03,+546.0259E-03,+4.5921264E+00,-2.0812404E+00,+5.6085427E+00
-66.5000E-03,+536.8141E-03,+4.5829145E+00,-1.9800946E+00,+5.6085427E+00
-66.2500E-03,+244.9086E-03,+4.6126171E+00,-1.9296482E+00,+5.3673366E+00
-66.0000E-03,+215.2060E-03,+4.5829145E+00,-2.0100502E+00,+5.4387798E+00
-65.7500E-03,-106.4020E-03,+4.6515316E+00,-1.9296482E+00,+5.2065326E+00
-65.5000E-03,-58.5287E-03,+4.6154433E+00,-1.9775215E+00,+5.2065326E+00
-65.2500E-03,-428.0100E-03,+4.5829145E+00,-2.0100502E+00,+5.0457286E+00
-65.0000E-03,-502.0263E-03,+4.5829145E+00,-1.8556319E+00,+5.0457286E+00
-64.7500E-03,-749.6181E-03,+4.5025125E+00,-1.8636043E+00,+4.8705665E+00
-64.5000E-03,-784.7199E-03,+4.4674107E+00,-2.0100502E+00,+4.8396244E+00
-64.2500E-03,-1.0957825E+00,+4.3662649E+00,-1.8492462E+00,+4.6682749E+00
-64.0000E-03,-1.1516281E+00,+4.4182979E+00,-1.8530588E+00,+4.6437185E+00
-63.7500E-03,-1.4563050E+00,+4.2782377E+00,-1.9296482E+00,+4.4829145E+00
-63.5000E-03,-1.4732362E+00,+4.3417085E+00,-1.8492462E+00,+4.4401875E+00
-63.2500E-03,-1.7948442E+00,+4.1809045E+00,-1.8492462E+00,+4.2636918E+00
-63.0000E-03,-1.7948442E+00,+4.1809045E+00,-1.9284087E+00,+4.2429480E+00
-62.7500E-03,-2.1164522E+00,+4.0809982E+00,-1.7883485E+00,+4.1004088E+00
-62.5000E-03,-2.0762983E+00,+4.1005025E+00,-1.8492462E+00,+4.0809045E+00
-62.2500E-03,-2.2994278E+00,+3.9591086E+00,-1.8298361E+00,+4.0199126E+00
-62.0000E-03,-2.3576583E+00,+3.8606301E+00,-1.7688442E+00,+3.9201005E+00
-61.7500E-03,-2.5405397E+00,+3.8372190E+00,-1.7688442E+00,+3.8980231E+00
-61.5000E-03,-1.9556482E+00,+3.9396985E+00,-1.7688442E+00,+3.7217156E+00
-61.2500E-03,-173.7502E-03,+4.2613065E+00,-1.7688442E+00,+3.7592964E+00
-61.0000E-03,+858.4221E-03,+4.3456152E+00,-1.6884422E+00,+3.5180904E+00
-60.7500E-03,+1.6624422E+00,+4.3170580E+00,-1.7688442E+00,+3.5180904E+00
-60.5000E-03,+1.3408342E+00,+4.3767162E+00,-1.7688442E+00,+3.3922941E+00
-60.2500E-03,+1.3408342E+00,+4.4221105E+00,-1.7831081E+00,+3.3572864E+00
-60.0000E-03,+1.0192261E+00,+4.5025125E+00,-1.6949221E+00,+3.1900025E+00
-59.7500E-03,+966.0477E-03,+4.5025125E+00,-1.7960678E+00,+3.1692587E+00
-59.5000E-03,+1.0192261E+00,+4.4700779E+00,-1.6560076E+00,+3.1964824E+00
-59.2500E-03,+685.9273E-03,+4.5025125E+00,-1.7688442E+00,+2.9669672E+00
-59.0000E-03,+626.2690E-03,+4.5025125E+00,-1.6793892E+00,+2.9643293E+00
-58.7500E-03,+325.4048E-03,+4.5531178E+00,-1.7182389E+00,+2.7944723E+00
-58.5000E-03,+295.6080E-03,+4.5530530E+00,-1.6884422E+00,+2.7944723E+00
-58.2500E-03,+224.3237E-03,+4.5829145E+00,-1.6171579E+00,+2.7944723E+00
-58.0000E-03,-26.0000E-03,+4.5829145E+00,-1.6884422E+00,+2.6220422E+00
-57.7500E-03,-26.0000E-03,+4.5829145E+00,-1.6560723E+00,+2.6012984E+00
-57.5000E-03,-428.0100E-03,+4.5025125E+00,-1.6611538E+00,+2.4197506E+00
-57.2500E-03,-347.6080E-03,+4.5090571E+00,-1.6145848E+00,+2.4663197E+00
-57.0000E-03,-749.6181E-03,+4.5025125E+00,-1.5938410E+00,+2.1796547E+00
-56.7500E-03,-669.2161E-03,+4.5025125E+00,-1.6080402E+00,+2.2316583E+00
-56.5000E-03,-669.2161E-03,+4.4468257E+00,-1.6080402E+00,+2.2316583E+00
-56.2500E-03,-1.0712261E+00,+4.4181390E+00,-1.5276382E+00,+2.0708542E+00
-56.0000E-03,-1.0544538E+00,+4.3584808E+00,-1.6080402E+00,+1.9904522E+00
-55.7500E-03,-1.2695462E+00,+4.3845944E+00,-1.5705241E+00,+1.9958220E+00
-55.5000E-03,-1.3345743E+00,+4.3417085E+00,-1.5276382E+00,+1.8517903E+00
-55.2500E-03,-1.3928342E+00,+4.3417085E+00,-1.6080402E+00,+1.8296482E+00
-55.0000E-03,-1.7144422E+00,+4.1809045E+00,-1.4665816E+00,+1.6688442E+00
-54.7500E-03,-1.6340402E+00,+4.2613065E+00,-1.5276382E+00,+1.7091570E+00
-54.5000E-03,-1.6536092E+00,+4.2613065E+00,-1.5080692E+00,+1.6688442E+00
-54.2500E-03,-1.9568230E+00,+4.1005025E+00,-1.4484109E+00,+1.5080402E+00
-54.0000E-03,-1.9556482E+00,+4.0201005E+00,-1.5276382E+00,+1.5080402E+00
-53.7500E-03,-1.9983106E+00,+4.0627628E+00,-1.4849758E+00,+1.5080402E+00
-53.5000E-03,-2.2942522E+00,+3.9396985E+00,-1.3668342E+00,+1.2838301E+00
-53.2500E-03,-2.2772563E+00,+4.0163526E+00,-1.4509840E+00,+1.3434883E+00
-53.0000E-03,-2.2772563E+00,+3.8837881E+00,-1.3913258E+00,+1.2668342E+00
-52.7500E-03,-2.0360502E+00,+3.8592964E+00,-1.4472362E+00,+1.1060301E+00
-52.5000E-03,-508.4121E-03,+4.1809045E+00,-1.5132154E+00,+1.0916074E+00
-52.2500E-03,+1.2667531E+00,+4.1809045E+00,-1.3731552E+00,+1.0997091E+00
-52.0000E-03,+1.7428442E+00,+4.2613065E+00,-1.3397694E+00,+918.1613E-03
-51.7500E-03,+1.7102508E+00,+4.2134979E+00,-1.4472362E+00,+945.2261E-03
-51.5000E-03,+1.6742919E+00,+4.1809045E+00,-1.3668342E+00,+864.8241E-03
-51.2500E-03,+1.4212362E+00,+4.3328144E+00,-1.4383421E+00,+712.9142E-03
-51.0000E-03,+1.3704721E+00,+4.3120706E+00,-1.4175983E+00,+754.7842E-03
-50.7500E-03,+1.3408342E+00,+4.2913268E+00,-1.3668342E+00,+754.4018E-03
-50.5000E-03,+1.0192261E+00,+4.4221105E+00,-1.2957087E+00,+543.2161E-03
-50.2500E-03,+1.0996281E+00,+4.3531757E+00,-1.3668342E+00,+543.2161E-03
-50.0000E-03,+1.0192261E+00,+4.4221105E+00,-1.3186432E+00,+543.2161E-03
-49.7500E-03,+697.6181E-03,+4.4495577E+00,-1.3393869E+00,+354.9648E-03
-49.5000E-03,+697.6181E-03,+4.5025125E+00,-1.3668342E+00,+382.4121E-03
-49.2500E-03,+631.2564E-03,+4.5025125E+00,-1.3668342E+00,+316.0504E-03
-49.0000E-03,+697.6181E-03,+4.4221105E+00,-1.2516480E+00,+382.4121E-03
-48.7500E-03,+376.0100E-03,+4.5025125E+00,-1.3668342E+00,+221.6080E-03
-48.5000E-03,+299.7384E-03,+4.5025125E+00,-1.2864321E+00,+141.2060E-03
-48.2500E-03,+376.0100E-03,+4.4387240E+00,-1.2060301E+00,+204.9946E-03
-48.0000E-03,+54.4020E-03,+4.5025125E+00,-1.2060301E+00,-19.5980E-03
-47.7500E-03,+32.1010E-03,+4.5025125E+00,-1.2864321E+00,+2.7030E-03
-47.5000E-03,-24.4428E-03,+4.5025125E+00,-1.2075873E+00,-19.5980E-03
-47.2500E-03,+54.4020E-03,+4.5025125E+00,-1.2060301E+00,-19.5980E-03
-47.0000E-03,-307.6777E-03,+4.5025125E+00,-1.2459605E+00,-220.3324E-03
-46.7500E-03,-347.6080E-03,+4.4418384E+00,-1.2257580E+00,-180.4020E-03
-46.5000E-03,-267.2060E-03,+4.5025125E+00,-1.2060301E+00,-180.4020E-03
-46.2500E-03,-288.9657E-03,+4.4807528E+00,-1.1473878E+00,-180.4020E-03
-46.0000E-03,-588.8141E-03,+4.4646140E+00,-1.1256281E+00,-379.1046E-03
-45.7500E-03,-652.0613E-03,+4.4221105E+00,-1.2060301E+00,-341.2060E-03
-45.5000E-03,-665.6270E-03,+4.4256995E+00,-1.1256281E+00,-341.2060E-03
-45.2500E-03,-669.2161E-03,+4.4781797E+00,-1.1012953E+00,-421.6080E-03
-45.0000E-03,-990.8241E-03,+4.3867851E+00,-1.0452261E+00,-582.4121E-03
-44.7500E-03,-990.8241E-03,+4.3417085E+00,-1.2060301E+00,-582.4121E-03
-44.5000E-03,-990.8241E-03,+4.4159484E+00,-1.1256281E+00,-582.4121E-03
-44.2500E-03,-990.8241E-03,+4.3686144E+00,-1.0452261E+00,-582.4121E-03
-44.0000E-03,-1.2647824E+00,+4.3089562E+00,-1.1256281E+00,-743.2161E-03
-43.7500E-03,-1.3124321E+00,+4.3297000E+00,-1.1256281E+00,-731.2075E-03
-43.5000E-03,-1.3124321E+00,+4.3417085E+00,-1.0539614E+00,-743.2161E-03
-43.2500E-03,-1.3124321E+00,+4.2613065E+00,-1.0452261E+00,-794.1390E-03
-43.0000E-03,-1.5838174E+00,+4.1809045E+00,-1.0150469E+00,-904.0201E-03
-42.7500E-03,-1.6340402E+00,+4.1809045E+00,-1.1256281E+00,-904.0201E-03
-42.5000E-03,-1.5536382E+00,+4.1809045E+00,-1.0452261E+00,-984.4221E-03
-42.2500E-03,-1.6340402E+00,+4.1809045E+00,-1.0131740E+00,-952.3700E-03
-42.0000E-03,-1.5536382E+00,+4.1809045E+00,-1.0452261E+00,-904.0201E-03
-41.7500E-03,-1.8683839E+00,+4.1073648E+00,-964.8241E-03,-1.0579618E+00
-41.5000E-03,-1.9556482E+00,+4.1005025E+00,-1.0452261E+00,-1.1452261E+00
-41.2500E-03,-1.8752462E+00,+4.1005025E+00,-999.4494E-03,-1.1452261E+00
-41.0000E-03,-1.8752462E+00,+4.0754695E+00,-964.8241E-03,-1.0648241E+00
-40.7500E-03,-1.8795354E+00,+4.0962133E+00,-888.7113E-03,-1.0648241E+00
-40.5000E-03,-1.9556482E+00,+4.0840479E+00,-900.8767E-03,-1.1287715E+00
-40.2500E-03,-2.1968542E+00,+3.9396985E+00,-847.2237E-03,-1.3060301E+00
-40.0000E-03,-2.1968542E+00,+3.9396985E+00,-1.0227663E+00,-1.3060301E+00
-39.7500E-03,-2.1968542E+00,+3.9396985E+00,-963.1080E-03,-1.3060301E+00
-39.5000E-03,-2.1968542E+00,+3.9396985E+00,-884.4221E-03,-1.3250579E+00
-39.2500E-03,-2.1968542E+00,+3.8999270E+00,-884.4221E-03,-1.3060301E+00
-39.0000E-03,-2.1968542E+00,+3.9396985E+00,-884.4221E-03,-1.3060301E+00
-38.7500E-03,-1.8743892E+00,+3.8601535E+00,-804.0201E-03,-1.4668342E+00
-38.5000E-03,-428.0100E-03,+4.1005025E+00,-906.0229E-03,-1.4884350E+00
-38.2500E-03,+1.4255234E+00,+4.1385599E+00,-884.4221E-03,-1.4668342E+00
-38.0000E-03,+2.0644522E+00,+4.0201005E+00,-884.4221E-03,-1.5299226E+00
-37.7500E-03,+2.1414241E+00,+4.1005025E+00,-800.5899E-03,-1.4668342E+00
-37.5000E-03,+2.0644522E+00,+4.0201005E+00,-804.0201E-03,-1.4910081E+00
-37.2500E-03,+1.7877619E+00,+4.1809045E+00,-804.0201E-03,-1.7080402E+00
-37.0000E-03,+1.7428442E+00,+4.1809045E+00,-884.4221E-03,-1.6932997E+00
-36.7500E-03,+1.8172429E+00,+4.1809045E+00,-804.0201E-03,-1.7080402E+00
-36.5000E-03,+1.7428442E+00,+4.1005025E+00,-804.0201E-03,-1.7080402E+00
-36.2500E-03,+1.7428442E+00,+4.1005025E+00,-804.0201E-03,-1.7080402E+00
-36.0000E-03,+1.7428442E+00,+4.1005025E+00,-723.6181E-03,-1.7080402E+00
-35.7500E-03,+1.7428442E+00,+4.1005025E+00,-723.6181E-03,-1.6362146E+00
-35.5000E-03,+1.7428442E+00,+4.1005025E+00,-723.6181E-03,-1.7080402E+00
-35.2500E-03,+1.4212362E+00,+4.2309684E+00,-723.6181E-03,-1.8688442E+00
-35.0000E-03,+1.3504284E+00,+4.1904987E+00,-804.0201E-03,-1.8688442E+00
-34.7500E-03,+1.4212362E+00,+4.2613065E+00,-734.7676E-03,-1.8576947E+00
-34.5000E-03,+1.3893429E+00,+4.2127978E+00,-723.6181E-03,-1.8688442E+00
-34.2500E-03,+1.3685991E+00,+4.1809045E+00,-723.6181E-03,-1.8162071E+00
-34.0000E-03,+1.4212362E+00,+4.2542853E+00,-650.2372E-03,-1.8688442E+00
-33.7500E-03,+1.4212362E+00,+4.1809045E+00,-643.2161E-03,-1.8688442E+00
-33.5000E-03,+1.4212362E+00,+4.1809045E+00,-643.2161E-03,-1.8688442E+00
-33.2500E-03,+1.4212362E+00,+4.1809045E+00,-643.2161E-03,-1.8688442E+00
-33.0000E-03,+1.4212362E+00,+4.1809045E+00,-643.2161E-03,-1.8688442E+00
-32.7500E-03,+1.0996281E+00,+4.3254128E+00,-562.8141E-03,-2.0459440E+00
-32.5000E-03,+1.0996281E+00,+4.2613065E+00,-643.2161E-03,-2.1100502E+00
-32.2500E-03,+1.0996281E+00,+4.3417085E+00,-643.2161E-03,-2.0296482E+00
-32.0000E-03,+1.0996281E+00,+4.3398336E+00,-643.2161E-03,-2.0296482E+00
-31.7500E-03,+1.0807593E+00,+4.2613065E+00,-643.2161E-03,-2.0485171E+00
-31.5000E-03,+1.0996281E+00,+4.2613065E+00,-643.2161E-03,-2.0296482E+00
-31.2500E-03,+1.0996281E+00,+4.2613065E+00,-623.1705E-03,-2.0296482E+00
-31.0000E-03,+1.0996281E+00,+4.2613065E+00,-563.5123E-03,-2.0303464E+00
-30.7500E-03,+1.0996281E+00,+4.2613065E+00,-562.8141E-03,-2.0296482E+00
-30.5000E-03,+1.0996281E+00,+4.2613065E+00,-562.8141E-03,-2.0296482E+00
-30.2500E-03,+1.0996281E+00,+4.2613065E+00,-482.4121E-03,-2.0296482E+00
