second,CH1,CH2,CH3,CH4
-0.14235,0.8673686,-2.7336683,-4.3417085,-7.6577889
-0.1421,0.7662228,-3.1356784,-4.1809045,-7.8989949
-0.14185,0.504273,-3.4572864,-4.2134455,-8.0119379
-0.1416,0.295608,-3.6180904,-4.2613065,7.6989949
-0.14135,-0.106402,-3.7788944,-4.1809045,7.3710134
-0.1411,-0.42801,-3.8449261,-4.1809045,7.1361808
-0.14085,-0.8651342,-3.9396985,-4.1457903,6.9300889
-0.1406,-1.2320301,-3.9396985,-4.2054486,6.7341708
-0.14035,-1.6340402,-3.7826947,-4.1809045,6.4125627
-0.1401,-1.8921897,-3.6984924,-4.117446,6.2517587
-0.13985,-2.3576583,-3.4195991,-4.2613065,6.0105527
-0.1396,-2.7376973,-3.2160804,-4.1005025,5.8497487
-0.13935,-3.0800492,-2.8140703,-4.2613065,5.4477386
-0.1391,-3.261597,-2.4924623,-4.1005025,5.2869346
-0.13885,-3.5235468,-2.1708542,-4.1407628,5.1260118
-0.1386,-3.6440904,-1.9296482,-4.1809045,4.8849246
-0.13835,-3.8035485,-1.6080402,-4.1005025,4.5619706
-0.1381,-3.8852964,-1.2864321,-4.1809045,4.5412268
-0.13785,-4.0461005,-0.8844221,-4.1005025,4.198875
-0.1376,-4.1433272,-0.5628141,-4.0201005,3.9836777
-0.13735,-4.2833874,-0.241206,-4.1005025,3.7592964
-0.1371,-4.2069045,0.1361412,-4.1005025,3.5984924
-0.13685,-4.1265025,0.5628141,-4.0201005,3.241889
-0.1366,-3.9656985,0.9505725,-4.1666529,3.0356784
-0.13635,-3.8852964,1.3668342,-4.0201005,2.8683822
-0.1361,-3.7244924,1.6884422,-4.1005025,2.6336683
-0.13585,-3.5157087,1.9776279,-4.0680802,2.4728643
-0.1356,-3.4028844,2.0217287,-4.0201005,2.3120603
-0.13535,-3.1616784,2.3316583,-4.0110352,1.981387
-0.1351,-3.0008743,2.5728643,-4.0201005,1.7492462
-0.13485,-2.7298191,3.0254272,-4.0201005,1.5080402
-0.1346,-2.5184623,3.2160804,-4.0201005,1.3472362
-0.13435,-2.1968542,3.4572864,-4.0201005,1.1864321
-0.1341,-1.923266,3.6180904,-3.9396985,0.9452261
-0.13385,-1.5536382,3.7788944,-3.9396985,0.6236181
-0.1336,-1.2254979,3.7854267,-4.0201005,0.3824121
-0.13335,-0.6834276,3.8592964,-3.9396985,0.2877985
-0.1331,-0.4734568,3.9396985,-4.0201005,0.060804
-0.13285,-0.026,3.9149955,-3.9396985,-0.341206
-0.1326,0.134804,3.8592964,-3.9396985,-0.50201
-0.13235,0.6004314,3.7788944,-4.0201005,-0.7264314
-0.1321,0.8584221,3.741366,-3.9396985,-0.8611465
-0.13185,1.3408342,3.5598182,-4.0201005,-1.0648241
-0.1316,1.5820402,3.5376884,-3.9410845,-1.2256281
-0.13135,1.9036482,3.3158401,-3.8592964,-1.6276382
-0.1311,2.1851547,3.2160804,-3.9396985,-1.7884422
-0.13085,2.4664623,2.8944723,-3.9396985,-2.0296482
-0.1306,2.7076683,2.6520792,-3.9396985,-2.1904522
-0.13035,2.9488743,2.1708542,-3.9616293,-2.5339911
-0.1301,3.1096784,1.9673756,-3.9396985,-2.5924623
-0.12985,3.2534988,1.6884422,-3.8592964,-2.9310539
-0.1296,3.1938406,1.5276382,-3.9359383,-3.1552764
-0.12935,3.3508844,1.1815262,-3.9396985,-3.3160804
-0.1291,3.5116884,0.8844221,-3.8944507,-3.5221321
-0.12885,3.5920904,0.4824121,-3.844886,-3.7180904
-0.1286,3.6788257,0.241206,-3.8592964,-3.8788944
-0.12835,3.7528944,-0.160804,-3.8863735,-4.2005025
-0.1281,3.7528944,-0.40201,-3.8592964,-4.2483233
-0.12785,3.6843298,-0.7354554,-3.7788944,-4.6025125
-0.1276,3.5920904,-1.0363197,-3.8592964,-4.8437185
-0.12735,3.4312864,-1.497988,-3.8592964,-5.0045226
-0.1271,3.3208764,-1.7688442,-3.7788944,-5.2457286
-0.12685,3.1096784,-2.0100502,-3.8500322,-5.4065326
-0.1266,3.0292763,-2.1593747,-3.8592964,-5.5673366
-0.12635,2.8684723,-2.3316583,-3.7788944,-5.7281406
-0.1261,2.6547012,-2.4924623,-3.6984924,-5.9693467
-0.12585,2.3860603,-2.8140703,-3.8526053,-6.1301507
-0.1256,2.2252563,-3.0552763,-3.7788944,-6.2909547
-0.12535,1.9384447,-3.3312788,-3.7332889,-6.6929648
-0.1251,1.8232462,-3.4572864,-3.7233542,-6.6929648
-0.12485,1.5779222,-3.6222084,-3.6984924,-7.0949748
-0.1246,1.2604321,-3.7151182,-3.7788944,-7.2557788
-0.12435,0.8584221,-3.816264,-3.6984924,-7.4596153
-0.1241,0.6172161,-3.8815851,-3.6762037,-7.6577889
-0.12385,0.134804,-4.0185556,-3.7788944,-7.8185929
-0.1236,-0.0872031,-4.0201005,-3.6984924,-7.9793969
-0.12335,-0.2666893,-4.0195838,-3.7384351,7.7793969
-0.1231,-0.4477256,-3.9396985,-3.6180904,7.6185929
