x-axis,1,2,3,4
-58.0000E-03,-186.8040E-03,-241.2060E-03,-234.6384E-03,+456.2464E-03
-57.7500E-03,-186.8040E-03,-241.2060E-03,-160.8040E-03,+462.8141E-03
-57.5000E-03,-186.8040E-03,-193.1508E-03,-208.8592E-03,+462.8141E-03
-57.2500E-03,-186.8040E-03,-241.2060E-03,-160.8040E-03,+451.2110E-03
-57.0000E-03,-186.8040E-03,-232.0653E-03,-160.8040E-03,+453.6733E-03
-56.7500E-03,-186.8040E-03,-211.3215E-03,-160.8040E-03,+462.8141E-03
-56.5000E-03,-186.8040E-03,-241.2060E-03,-160.8040E-03,+462.8141E-03
-56.2500E-03,-186.8040E-03,-169.8339E-03,-160.8040E-03,+453.7841E-03
-56.0000E-03,-186.8040E-03,-229.4922E-03,-172.5179E-03,+462.8141E-03
-55.7500E-03,-186.8040E-03,-241.2060E-03,-160.8040E-03,+414.8697E-03
-55.5000E-03,-186.8040E-03,-241.2060E-03,-160.8040E-03,+382.4121E-03
-55.2500E-03,-186.8040E-03,-160.8040E-03,-234.7492E-03,+462.8141E-03
-55.0000E-03,-186.8040E-03,-175.0910E-03,-160.8040E-03,+396.6990E-03
-54.7500E-03,-186.8040E-03,-241.2060E-03,-206.1753E-03,+382.4121E-03
-54.5000E-03,-211.4315E-03,-241.2060E-03,-160.8040E-03,+407.0395E-03
-54.2500E-03,-186.8040E-03,-160.8040E-03,-164.6877E-03,+458.9304E-03
-54.0000E-03,-186.8040E-03,-160.8040E-03,-160.8040E-03,+399.2721E-03
-53.7500E-03,-186.8040E-03,-198.4079E-03,-160.8040E-03,+462.8141E-03
-53.5000E-03,-186.8040E-03,-182.8584E-03,-160.8040E-03,+404.4664E-03
-53.2500E-03,-107.7126E-03,-160.8040E-03,-160.8040E-03,+462.8141E-03
-53.0000E-03,-186.8040E-03,-241.2060E-03,-160.8040E-03,+382.4121E-03
-52.7500E-03,-186.8040E-03,-200.9810E-03,-160.8040E-03,+422.5890E-03
-52.5000E-03,-167.3228E-03,-241.2060E-03,-221.7248E-03,+462.8141E-03
-52.2500E-03,-265.9435E-03,-241.2060E-03,-160.8040E-03,+382.4121E-03
-52.0000E-03,-186.8040E-03,-219.1997E-03,-160.8040E-03,+382.4121E-03
-51.7500E-03,-186.8040E-03,-160.8040E-03,-203.5541E-03,+462.8141E-03
-51.5000E-03,-203.7122E-03,+80.4020E-03,-160.8040E-03,+445.9059E-03
-51.2500E-03,-347.6080E-03,+570.4854E-03,-164.6397E-03,+462.8141E-03
-51.0000E-03,-347.6080E-03,+1.0452261E+00,-160.8040E-03,+462.8141E-03
-50.7500E-03,-508.4121E-03,+1.2864321E+00,-160.8040E-03,+417.4909E-03
-50.5000E-03,-508.4121E-03,+1.4472362E+00,-160.8040E-03,+448.4790E-03
-50.2500E-03,-582.4053E-03,+1.6080402E+00,-167.2128E-03,+462.8141E-03
-50.0000E-03,-508.4121E-03,+1.6884422E+00,-187.9566E-03,+409.5646E-03
-49.7500E-03,-588.8141E-03,+1.7363385E+00,-193.3097E-03,+430.3084E-03
-49.5000E-03,-588.8141E-03,+1.7688442E+00,-160.8040E-03,+462.8141E-03
-49.2500E-03,-588.8141E-03,+1.7688442E+00,-160.8040E-03,+391.3939E-03
-49.0000E-03,-639.4904E-03,+1.7688442E+00,-160.8040E-03,+412.1377E-03
-48.7500E-03,-588.8141E-03,+1.7688442E+00,-241.2060E-03,+462.8141E-03
-48.5000E-03,-588.8141E-03,+1.7688442E+00,-169.9928E-03,+462.8141E-03
-48.2500E-03,-588.8141E-03,+1.8376912E+00,-160.8040E-03,+451.2591E-03
-48.0000E-03,-588.8141E-03,+1.7688442E+00,-241.2060E-03,+414.7108E-03
-47.7500E-03,-588.8141E-03,+1.8218868E+00,-160.8040E-03,+382.4121E-03
-47.5000E-03,-588.8141E-03,+1.7688442E+00,-234.5904E-03,+456.1984E-03
-47.2500E-03,-588.8141E-03,+1.8351181E+00,-174.9321E-03,+382.4121E-03
-47.0000E-03,-588.8141E-03,+1.7688442E+00,-160.8040E-03,+417.2839E-03
-46.7500E-03,-613.6004E-03,+1.8244599E+00,-160.8040E-03,+438.0277E-03
-46.5000E-03,-588.8141E-03,+1.8492462E+00,-237.1635E-03,+462.8141E-03
-46.2500E-03,-605.5153E-03,+1.8492462E+00,-160.8040E-03,+446.1128E-03
-46.0000E-03,-631.7711E-03,+1.7688442E+00,-160.8040E-03,+419.8571E-03
-45.7500E-03,-647.0029E-03,+1.8492462E+00,-160.8040E-03,+382.4121E-03
-45.5000E-03,-588.8141E-03,+1.8492462E+00,-239.7366E-03,+461.3446E-03
-45.2500E-03,-588.8141E-03,+1.8492462E+00,-160.8040E-03,+443.5397E-03
-45.0000E-03,-669.2161E-03,+1.8092281E+00,-160.8040E-03,+462.8141E-03
-44.7500E-03,-588.8141E-03,+1.8296061E+00,-160.8040E-03,+443.1740E-03
-44.5000E-03,-669.2161E-03,+1.7688442E+00,-160.8040E-03,+382.4121E-03
-44.2500E-03,-647.3686E-03,+1.8492462E+00,-138.9566E-03,+565.0635E-03
-44.0000E-03,-711.8073E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-43.7500E-03,-749.6181E-03,+1.7688442E+00,-63.3350E-03,+623.6181E-03
-43.5000E-03,-749.6181E-03,+1.7688442E+00,-76.7252E-03,+623.6181E-03
-43.2500E-03,-749.6181E-03,+1.7688442E+00,-80.4020E-03,+648.0387E-03
-43.0000E-03,-749.6181E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-42.7500E-03,-764.1120E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-42.5000E-03,-755.8680E-03,+1.7750941E+00,-80.4020E-03,+623.6181E-03
-42.2500E-03,-803.0264E-03,+1.7688442E+00,-80.4020E-03,+570.2098E-03
-42.0000E-03,-749.6181E-03,+1.7211067E+00,-113.0666E-03,+623.6181E-03
-41.7500E-03,-830.0201E-03,+1.8373255E+00,-80.4020E-03,+623.6181E-03
-41.5000E-03,-830.0201E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-41.2500E-03,-830.0201E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-41.0000E-03,-779.7095E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-40.7500E-03,-820.6724E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-40.5000E-03,-749.6181E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
-40.2500E-03,-749.6181E-03,+1.7688442E+00,-80.4020E-03,+623.6181E-03
