t,i1,i2,i3,sum
10.75,-0.1295203,-0.0745001990301529,0.204020499030153,0
11,-0.186804,-0.0838440418934863,0.270648041893486,0
11.25,-0.186804,-0.0595381729108723,0.246342172910872,0
11.5,-0.1818564,-0.117962323545229,0.299818723545229,0
11.75,-0.186804,-0.0932391184864418,0.280043118486442,0
12,-0.186804,-0.0860724118599641,0.272876411859964,-5.55111512312578e-17
12.25,-0.186804,-0.104037069630988,0.290841069630988,0
12.5,-0.186804,-0.0458583490301529,0.232662349030153,0
12.75,-0.186804,-0.0910107485199641,0.277814748519964,-5.55111512312578e-17
13,-0.186804,-0.0730460907489404,0.25985009074894,0
13.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
13.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
13.75,-0.1372397,-0.0973467306244363,0.234586430624436,0
14,-0.1352226,-0.11631993839546,0.25154253839546,0
14.25,-0.186804,-0.108493809563943,0.295297809563943,-5.55111512312578e-17
14.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
14.75,-0.186804,-0.074792950590914,0.261596950590914,0
15,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
15.25,-0.186804,-0.0506246930449613,0.237428693044961,0
15.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
15.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
16,-0.1631297,-0.0781980442469669,0.241327744246967,0
16.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
16.5,-0.106402,-0.155689523545229,0.262091523545229,-5.55111512312578e-17
16.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
17,-0.186804,-0.0972143482948932,0.284018348294893,0
17.25,-0.1864466,-0.115357706065917,0.301804306065917,0
17.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
17.75,-0.106402,-0.155689523545229,0.262091523545229,-5.55111512312578e-17
18,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
18.25,-0.1086177,-0.154581673545229,0.263199373545229,0
18.5,-0.186804,-0.0956050998895809,0.282409099889581,-5.55111512312578e-17
18.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
19,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
19.25,-0.186804,-0.111341301091586,0.298145301091586,0
19.5,-0.186804,-0.0933766433205628,0.280180643320563,0
19.75,-0.1526784,-0.102997687025843,0.255676087025843,0
20,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
20.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
20.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
20.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
21,-0.186804,-0.0552190444145782,0.242023044414578,0
21.25,-0.186804,-0.0544623114167513,0.241266311416751,0
21.5,-0.186804,-0.0889199033876073,0.275723903387607,0
21.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
22,-0.106402,-0.148557284729822,0.254959284729822,-5.55111512312578e-17
22.25,-0.186804,-0.0566907679857694,0.243494767985769,2.77555756156289e-17
22.5,-0.186804,-0.0866915334211296,0.27349553342113,0
22.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
23,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
23.25,-0.1717228,-0.123029123545229,0.294751923545229,-5.55111512312578e-17
23.5,-0.1422271,-0.137776973545229,0.280004073545229,-5.55111512312578e-17
23.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
24,-0.186804,-0.112813024662778,0.299617024662778,0
24.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
24.5,-0.186804,-0.0791121656897485,0.265916165689749,5.55111512312578e-17
24.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
25.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
25.5,-0.186804,-0.0800064235216964,0.266810423521696,0
25.75,-0.1681171,-0.0713852157506727,0.239502315750673,-2.77555756156289e-17
26,-0.1847472,-0.0486679900806568,0.233415190080657,0
26.25,-0.186804,-0.0458583490301529,0.232662349030153,0
26.5,-0.186804,-0.0835689056227041,0.270372905622704,0
26.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
27,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
27.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
27.5,-0.186804,-0.0857972755891818,0.272601275589182,0
27.75,-0.1199427,-0.0910155892151769,0.210958289215177,0
28,-0.186804,-0.0458583490301529,0.232662349030153,0
28.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
28.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
28.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
29,-0.186804,-0.107022172595292,0.293826172595292,0
29.25,-0.186804,-0.072289444353654,0.259093444353654,0
29.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
29.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
30,-0.186804,-0.0565531565491081,0.243357156549108,0
30.25,-0.186804,-0.0458583490301529,0.232662349030153,0
30.5,-0.186804,-0.0688644870867673,0.255668487086767,0
30.75,-0.186804,-0.0458583490301529,0.232662349030153,0
31,-0.186804,-0.102565346059796,0.289369346059796,0
31.25,-0.1511378,-0.0636914490301529,0.214829249030153,2.77555756156289e-17
31.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
31.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
32,-0.186804,-0.0610098964820636,0.247813896482064,2.77555756156289e-17
32.25,-0.186804,-0.0789745542530872,0.265778554253087,0
32.5,-0.186804,-0.0458583490301529,0.232662349030153,0
32.75,-0.1874792,0.0241094254849235,0.163369774515077,0
33,-0.2068727,0.0338061754849235,0.173066524515077,5.55111512312578e-17
33.25,-0.267206,0.133603,0.133603,5.55111512312578e-17
33.5,-0.2483602,0.1241801,0.1241801,5.55111512312578e-17
33.75,-0.2653081,0.13265405,0.13265405,5.55111512312578e-17
34,-0.2445643,0.141890437384866,0.102673862615134,5.55111512312578e-17
34.25,-0.2238205,0.14948319515589,0.0743373048441103,4.16333634234434e-17
34.5,-0.2509333,0.195096824515076,0.0558364754849237,6.93889390390723e-17
34.75,-0.2627349,0.200997624515076,0.0617372754849237,6.93889390390723e-17
35,-0.2120189,0.175639624515076,0.0363792754849237,8.32667268468867e-17
35.25,-0.2212474,0.150425015122367,0.0708223848776326,4.16333634234434e-17
35.5,-0.2535064,0.196383374515076,0.0571230254849237,6.93889390390723e-17
35.75,-0.267206,0.203233174515076,0.0639728254849237,6.93889390390723e-17
36,-0.267206,0.203233174515076,0.0639728254849237,6.93889390390723e-17
36.25,-0.2186743,0.178967324515076,0.0397069754849237,8.32667268468867e-17
36.5,-0.1979305,0.09896525,0.0989652500000001,4.16333634234434e-17
36.75,-0.186804,0.15470334839926,0.0321006516007397,4.85722573273506e-17
37,-0.2171651,0.178212724515076,0.0389523754849237,8.32667268468867e-17
37.25,-0.2161012,0.1080506,0.1080506,5.55111512312578e-17
37.5,-0.2586527,0.191549149428887,0.0671035505711131,8.32667268468867e-17
37.75,-0.1989944,0.0994972,0.0994972000000001,4.16333634234434e-17
38,-0.2197382,0.1098691,0.1098691,4.16333634234434e-17
38.25,-0.186804,0.093402,0.0934020000000001,4.16333634234434e-17
38.5,-0.267206,0.133603,0.133603,5.55111512312578e-17
38.75,-0.267206,0.133603,0.133603,5.55111512312578e-17
39,-0.186804,0.093402,0.0934020000000001,4.16333634234434e-17
39.25,-0.186804,0.093402,0.0934020000000001,4.16333634234434e-17
39.5,-0.186804,0.093402,0.0934020000000001,4.16333634234434e-17
39.75,-0.186804,0.093402,0.0934020000000001,4.16333634234434e-17
40,-0.2248845,0.11244225,0.11244225,4.16333634234434e-17
40.25,-0.186804,0.0424587484427034,0.144345251557297,5.55111512312578e-17
40.5,-0.266372,0.0642780906716797,0.20209390932832,5.55111512312578e-17
40.75,-0.2067138,0.0337267254849235,0.172987074515077,2.77555756156289e-17
41,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
41.25,-0.2058087,0.0332741754849235,0.172534524515077,2.77555756156289e-17
41.5,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
41.75,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
42,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
42.25,-0.186804,0.00954164246009913,0.177262357539901,0
42.5,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
42.75,-0.21186,0.0146006929677006,0.197259307032299,2.77555756156289e-17
43,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
43.25,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
43.5,-0.186804,0.0237718254849235,0.163032174515077,2.77555756156289e-17
43.75,-0.186804,-0.0219308465464523,0.208734846546452,0
44,-0.186804,-0.0458583490301529,0.232662349030153,0
44.25,-0.2559207,-0.0112999990301529,0.267220699030153,5.55111512312578e-17
44.5,-0.186804,-0.0458583490301529,0.232662349030153,0
44.75,-0.2370038,0.0488717254849235,0.188132074515077,2.77555756156289e-17
45,-0.267206,0.0384631811910491,0.228742818808951,2.77555756156289e-17
45.25,-0.186804,-0.0458583490301529,0.232662349030153,0
45.5,-0.186804,-0.0354386777819801,0.22224267778198,2.77555756156289e-17
45.75,-0.186804,-0.0458583490301529,0.232662349030153,0
46,-0.186804,-0.0225770747027562,0.209381074702756,0
46.25,-0.186804,-0.0458583490301529,0.232662349030153,0
46.5,-0.186804,-0.0458583490301529,0.232662349030153,0
46.75,-0.186804,-0.0458583490301529,0.232662349030153,0
47,-0.186804,-0.0458583490301529,0.232662349030153,0
47.25,-0.186804,-0.0458583490301529,0.232662349030153,0
47.5,-0.1696262,-0.0544472490301529,0.224073449030153,0
47.75,-0.186804,-0.0458583490301529,0.232662349030153,0
48,-0.186804,-0.0458583490301529,0.232662349030153,0
48.25,-0.2662132,-0.00615374903015295,0.272366949030153,5.55111512312578e-17
48.5,-0.1261529,-0.128709292397623,0.254862192397623,-5.55111512312578e-17
48.75,-0.1463093,-0.0661056990301529,0.212414999030153,0
49,-0.186804,-0.0458583490301529,0.232662349030153,0
49.25,-0.1883843,-0.113329880202169,0.301714180202169,0
49.5,-0.186804,-0.0961553724311456,0.282959372431146,0
49.75,-0.186804,-0.0458583490301529,0.232662349030153,0
50,-0.186804,-0.0458583490301529,0.232662349030153,0
50.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
50.5,-0.186804,-0.0458583490301529,0.232662349030153,0
50.75,-0.186804,-0.0458583490301529,0.232662349030153,0
51,-0.1727867,-0.122497173545229,0.295283873545229,0
51.25,-0.186804,-0.0458583490301529,0.232662349030153,0
51.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
51.75,-0.186804,-0.0737339747271664,0.260537974727166,0
52,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
52.25,-0.186804,-0.0539120388751867,0.240716038875187,-2.77555756156289e-17
52.5,-0.186804,-0.0718766966462103,0.25868069664621,5.55111512312578e-17
52.75,-0.186804,-0.0715056047606887,0.258309604760689,0
53,-0.1241441,-0.146818473545229,0.270962573545229,0
53.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
53.5,-0.186804,-0.0741050666126881,0.260909066612688,0
53.75,-0.1597623,-0.129009373545229,0.288771673545229,0
54,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
54.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
54.5,-0.186804,-0.0763334365791658,0.263137436579166,0
54.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
55,-0.186804,-0.112262752121213,0.299066752121213,0
55.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
55.5,-0.186804,-0.0827850660297387,0.269589066029739,0
55.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
56,-0.186804,-0.0468557504876915,0.233659750487691,2.77555756156289e-17
56.25,-0.186804,-0.062825605343638,0.249629605343638,0
56.5,-0.1467378,-0.100589796063261,0.247327596063261,0
56.75,-0.1674816,-0.0722532382922374,0.239734838292237,0
57,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
57.25,-0.1646388,-0.107375583867807,0.272014383867807,-5.55111512312578e-17
57.5,-0.149311,-0.134235023545229,0.283546023545229,-5.55111512312578e-17
57.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
58,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
58.25,-0.1311403,-0.143320373545229,0.274460673545229,-5.55111512312578e-17
58.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
58.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
59,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
59.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
59.5,-0.186804,-0.0738714995612874,0.260675499561287,0
59.75,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
60,-0.186804,-0.107572445136857,0.294376445136857,0
60.25,-0.186804,-0.0896077873658333,0.276411787365833,0
60.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
60.75,-0.186804,-0.053678471823786,0.240482471823786,-2.77555756156289e-17
61,-0.186804,-0.105344075170379,0.292148075170379,0
61.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
61.5,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
61.75,-0.186804,-0.0458583490301529,0.232662349030153,0
62,-0.186804,-0.0582312539740212,0.245035253974021,0
62.25,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
62.5,-0.2114315,-0.103174773545229,0.314606273545229,0
62.75,-0.186804,-0.0458583490301529,0.232662349030153,0
63,-0.186804,-0.0458583490301529,0.232662349030153,0
63.25,-0.186804,-0.0784242817115226,0.265228281711523,0
63.5,-0.186804,-0.0649580196953765,0.251762019695376,-5.55111512312578e-17
63.75,-0.1077126,-0.0854040490301529,0.193116649030153,0
64,-0.186804,-0.115488523545229,0.302292523545229,-5.55111512312578e-17
64.25,-0.186804,-0.0806526516780003,0.267456651678,0
64.5,-0.1673228,-0.125229123545229,0.292551923545229,0
64.75,-0.2659435,-0.0759187735452294,0.341862273545229,0
65,-0.186804,-0.0964305087019279,0.283234508701928,-5.55111512312578e-17
65.25,-0.186804,-0.0458583490301529,0.232662349030153,0
65.5,-0.2037122,0.171486274515076,0.0322259254849237,8.32667268468867e-17
65.75,-0.347608,0.667858848888127,-0.320250848888127,1.66533453693773e-16
66,-0.347608,1.07899635529853,-0.731388355298534,3.33066907387547e-16
66.25,-0.5084121,1.36828892884376,-0.859876828843763,5.55111512312578e-16
66.5,-0.5084121,1.50754936447646,-0.999137264476456,3.33066907387547e-16
66.75,-0.5824053,1.68380631350661,-1.10140101350661,6.66133814775094e-16
67,-0.5084121,1.71643988802169,-1.20802778802169,4.44089209850063e-16
67.25,-0.5888141,1.79812030056897,-1.20930620056897,4.44089209850063e-16
67.5,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
67.75,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
68,-0.6394904,1.85160921253676,-1.21211881253676,4.44089209850063e-16
68.25,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
68.5,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
68.75,-0.5888141,1.88589431351111,-1.29708021351111,2.22044604925031e-16
69,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
69.25,-0.5888141,1.87220730161954,-1.28339320161954,4.44089209850063e-16
69.5,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
69.75,-0.5888141,1.88366594354463,-1.29485184354463,4.44089209850063e-16
70,-0.5888141,1.82627106253676,-1.23745696253676,4.44089209850063e-16
70.25,-0.6136004,1.88682882158602,-1.27322842158602,4.44089209850063e-16
70.5,-0.5888141,1.89590123705184,-1.30708713705184,6.66133814775094e-16
70.75,-0.6055153,1.90425183705184,-1.29873653705184,6.66133814775094e-16
71,-0.6317711,1.84774956253676,-1.21597846253676,8.88178419700125e-16
71.25,-0.6470029,1.92499563705184,-1.27799273705184,8.88178419700125e-16
71.5,-0.5888141,1.89590123705184,-1.30708713705184,6.66133814775094e-16
71.75,-0.5888141,1.89590123705184,-1.30708713705184,6.66133814775094e-16
72,-0.6692161,1.90144554584065,-1.23222944584065,4.44089209850063e-16
72.25,-0.5888141,1.87889241151897,-1.29007831151897,4.44089209850063e-16
72.5,-0.6692161,1.86647206253676,-1.19725596253676,8.88178419700125e-16
72.75,-0.6473686,1.92517848705184,-1.27780988705184,4.44089209850063e-16
73,-0.7118073,1.88776766253676,-1.17596036253676,6.66133814775094e-16
73.25,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
73.5,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
73.75,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
74,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
74.25,-0.764112,1.91392001253676,-1.14980801253676,8.88178419700125e-16
74.5,-0.755868,1.91521058470787,-1.15934258470787,4.44089209850063e-16
74.75,-0.8030264,1.93337721253676,-1.13035081253676,6.66133814775094e-16
75,-0.7496181,1.8653311748236,-1.1157130748236,6.66133814775094e-16
75.25,-0.8300201,2.00618060802095,-1.17616050802094,8.88178419700125e-16
75.5,-0.8300201,1.94687406253676,-1.11685396253676,6.66133814775094e-16
75.75,-0.8300201,1.94687406253676,-1.11685396253676,6.66133814775094e-16
76,-0.7797095,1.92171876253676,-1.14200926253676,6.66133814775094e-16
76.25,-0.8206724,1.94220021253676,-1.12152781253676,6.66133814775094e-16
76.5,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
76.75,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
77,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
77.25,-0.7496181,1.90667306253676,-1.15705496253676,6.66133814775094e-16
77.5,-0.8300201,1.94687406253676,-1.11685396253676,6.66133814775094e-16
77.75,-0.7953071,1.96908539721027,-1.17377829721027,6.66133814775094e-16
78,-0.8300201,1.89884706492417,-1.06882696492417,4.44089209850063e-16
78.25,-0.8300201,1.88088240715315,-1.05086230715315,6.66133814775094e-16
78.5,-0.9104221,1.9727489238972,-1.0623268238972,6.66133814775094e-16
78.75,-0.9104221,1.94973559782973,-1.03931349782973,6.66133814775094e-16
79,-0.9104221,1.91744488802169,-1.00702278802169,6.66133814775094e-16
79.25,-0.9120504,1.98647906337178,-1.07442866337178,6.66133814775094e-16
79.5,-0.9295376,1.92700263802169,-0.997465038021685,4.44089209850063e-16
79.75,-0.9502814,2.00700471253676,-1.05672331253676,6.66133814775094e-16
80,-0.9104221,1.91744488802169,-1.00702278802169,6.66133814775094e-16
80.25,-0.9104221,1.91826310882318,-1.00784100882318,4.44089209850063e-16
80.5,-0.9321107,1.92828918802169,-0.996178488021685,6.66133814775094e-16
80.75,-0.9104221,1.91744488802169,-1.00702278802169,6.66133814775094e-16
81,-0.9104221,1.98707506253676,-1.07665296253676,4.44089209850063e-16
81.25,-0.9104221,1.92049147878966,-1.01006937878966,4.44089209850063e-16
81.5,-0.9665624,1.96652628656068,-0.999963886560682,5.55111512312578e-16
81.75,-0.9908241,1.95764588802169,-0.966821788021685,7.7715611723761e-16
82,-1.0565734,1.97783092758765,-0.921257527587653,6.66133814775094e-16
82.25,-0.9908241,1.95764588802169,-0.966821788021685,7.7715611723761e-16
82.5,-1.0712261,1.99784688802169,-0.926620788021685,6.66133814775094e-16
82.75,-1.1040495,1.94462841350661,-0.840578913506609,6.66133814775094e-16
83,-1.0712261,1.98738564755413,-0.916159547554131,6.66133814775094e-16
83.25,-1.0712261,1.99784688802169,-0.926620788021685,6.66133814775094e-16
83.5,-1.0712261,1.99784688802169,-0.926620788021685,6.66133814775094e-16
83.75,-1.0712261,1.99784688802169,-0.926620788021685,6.66133814775094e-16
84,-1.0712261,1.92821671350661,-0.856990613506609,6.66133814775094e-16
84.25,-1.0712261,1.99784688802169,-0.926620788021685,6.66133814775094e-16
84.5,-1.0712261,1.99784688802169,-0.926620788021685,6.66133814775094e-16
84.75,-1.1516281,1.92275661069462,-0.771128510694615,7.7715611723761e-16
85,-1.1516281,1.96841771350661,-0.816789613506609,7.7715611723761e-16
85.25,-1.1654385,1.97532291350661,-0.809884413506609,7.7715611723761e-16
85.5,-1.2320301,1.96891326739644,-0.73688316739644,6.66133814775094e-16
85.75,-1.2320301,2.00861871350661,-0.776588613506609,8.88178419700125e-16
86,-1.1516281,1.96464158293849,-0.813013482938487,7.7715611723761e-16
86.25,-1.2320301,2.00861871350661,-0.776588613506609,8.88178419700125e-16
86.5,-1.2320301,2.00861871350661,-0.776588613506609,8.88178419700125e-16
86.75,-1.2094992,1.94723542076166,-0.737736220761659,6.66133814775094e-16
87,-1.1534153,1.96931131350661,-0.815896013506609,6.66133814775094e-16
87.25,-1.3124321,1.97918953899153,-0.666757438991532,3.33066907387547e-16
87.5,-1.3124321,1.94480798405113,-0.632375884051129,3.33066907387547e-16
87.75,-1.3124321,1.96190557718788,-0.649473477187883,3.33066907387547e-16
88,-1.3124321,1.97850884302416,-0.666076743024158,5.55111512312578e-16
88.25,-1.3713044,2.00862568899153,-0.637321288991532,3.33066907387547e-16
88.5,-1.3547057,2.00032633899153,-0.645620638991532,6.66133814775094e-16
88.75,-1.3298169,1.98788193899153,-0.658065038991532,5.55111512312578e-16
89,-1.3124321,1.90955936447646,-0.597127264476456,3.33066907387547e-16
89.25,-1.336535,1.99124098899153,-0.654705988991532,3.33066907387547e-16
89.5,-1.3928342,1.94976041447646,-0.556926214476456,5.55111512312578e-16
89.75,-1.4732362,1.98996141447646,-0.516725214476456,4.44089209850063e-16
90,-1.4732362,1.98996141447646,-0.516725214476456,4.44089209850063e-16
90.25,-1.4732362,1.9668593208051,-0.493623120805102,8.88178419700125e-16
90.5,-1.4732362,1.94889466303408,-0.475658463034078,4.44089209850063e-16
90.75,-1.4732362,1.92033123996138,-0.447095039961379,6.66133814775094e-16
91,-1.4647309,1.97834295860965,-0.513612058609648,5.55111512312578e-16
91.25,-1.4732362,1.92033123996138,-0.447095039961379,6.66133814775094e-16
91.5,-1.5536382,1.93419710025262,-0.380558900252618,4.44089209850063e-16
91.75,-1.5536382,1.89090197884376,-0.337263778843762,8.88178419700125e-16
92,-1.5536382,1.89090197884376,-0.337263778843762,8.88178419700125e-16
92.25,-1.5536382,1.91846081244807,-0.364822612448072,8.88178419700125e-16
92.5,-1.5536382,1.89090197884376,-0.337263778843762,8.88178419700125e-16
92.75,-1.5536382,1.89704409081502,-0.343405890815023,4.44089209850063e-16
93,-1.5672897,1.89772772884376,-0.330438028843762,8.88178419700125e-16
93.25,-1.6340402,1.89126009450201,-0.257219894502013,6.66133814775094e-16
93.5,-1.6340402,1.86147280432869,-0.227432604328686,8.88178419700125e-16
93.75,-1.7144422,1.96739032344152,-0.25294812344152,6.66133814775094e-16
94,-1.6340402,1.86147280432869,-0.227432604328686,8.88178419700125e-16
94.25,-1.6340402,1.86147280432869,-0.227432604328686,8.88178419700125e-16
94.5,-1.6917524,1.89032890432869,-0.198576504328686,9.99200722162641e-16
94.75,-1.6340402,1.86147280432869,-0.227432604328686,8.88178419700125e-16
95,-1.7144422,1.90167380432869,-0.187231604328686,8.88178419700125e-16
95.25,-1.6749006,1.81227282981361,-0.137372229813609,7.7715611723761e-16
95.5,-1.7144422,1.76241345529853,-0.0479712552985332,6.66133814775094e-16
95.75,-1.7942171,1.87193107981361,-0.0777139798136094,5.55111512312578e-16
96,-1.7358131,1.84272907981361,-0.106915979813609,7.7715611723761e-16
96.25,-1.7948442,1.87224462981361,-0.0774004298136094,5.55111512312578e-16
96.5,-1.7319858,1.77118525529853,-0.0391994552985332,7.7715611723761e-16
96.75,-1.872046,1.84121535529853,0.0308306447014669,5.55111512312578e-16
97,-1.8187882,1.76569239305167,0.0530958069483287,4.44089209850063e-16
97.25,-1.839532,1.75532818078346,0.0842038192165433,4.44089209850063e-16
