t,id,iq,omega,uzk
-101.5000E-03,-287.5046E-03,-4.2012031E+00,+3.5376884E+00,+345.7636809E+00
-101.2500E-03,-306.5657E-03,-4.1809045E+00,+3.4983288E+00,+344.7487516E+00
-101.0000E-03,-106.4020E-03,-4.1622886E+00,+3.6180904E+00,+343.8179585E+00
-100.7500E-03,-186.8040E-03,-4.1005025E+00,+3.6159625E+00,+340.6222551E+00
-100.5000E-03,-129.2737E-03,-4.0776308E+00,+3.6180904E+00,+340.7286510E+00
-100.2500E-03,-186.8040E-03,-4.0637159E+00,+3.6180904E+00,+336.7085505E+00
-100.0000E-03,-428.0100E-03,-4.0201005E+00,+3.4733291E+00,+336.7085505E+00
-99.7500E-03,-342.9070E-03,-4.0153994E+00,+3.5376884E+00,+336.7085505E+00
-99.5000E-03,-186.8040E-03,-4.0201005E+00,+3.5926456E+00,+340.7286510E+00
-99.2500E-03,-186.8040E-03,-4.1005025E+00,+3.5376884E+00,+344.7487516E+00
-99.0000E-03,-106.4020E-03,-4.1005025E+00,+3.4707560E+00,+344.7487516E+00
-98.7500E-03,-186.8040E-03,-4.1809045E+00,+3.5376884E+00,+348.4051447E+00
-98.5000E-03,-347.6080E-03,-4.1005025E+00,+3.5376884E+00,+348.7688522E+00
-98.2500E-03,+22.7617E-03,-4.0517408E+00,+3.4889267E+00,+344.7487516E+00
-98.0000E-03,-186.8040E-03,-4.0201005E+00,+3.4681829E+00,+344.7487516E+00
-97.7500E-03,-176.9568E-03,-4.0102532E+00,+3.6180904E+00,+344.7487516E+00
-97.5000E-03,-186.8040E-03,-3.9396985E+00,+3.4572864E+00,+338.2381028E+00
-97.2500E-03,-347.6080E-03,-3.9687656E+00,+3.4572864E+00,+338.1619096E+00
-97.0000E-03,-275.5294E-03,-3.9313750E+00,+3.5376884E+00,+337.1247205E+00
-96.7500E-03,-254.7856E-03,-3.8717168E+00,+3.5376884E+00,+336.7085505E+00
-96.5000E-03,-153.6399E-03,-3.9396985E+00,+3.4572864E+00,+340.7286510E+00
-96.2500E-03,-132.8961E-03,-4.0201005E+00,+3.3768844E+00,+351.5102400E+00
-96.0000E-03,-26.0000E-03,-4.0947522E+00,+3.5319381E+00,+318.3331331E+00
-95.7500E-03,-40.9935E-03,-4.1005025E+00,+3.4572864E+00,+344.7487516E+00
-95.5000E-03,-302.9433E-03,-4.0558377E+00,+3.3768844E+00,+343.4082605E+00
-95.2500E-03,-106.4020E-03,-4.1005025E+00,+3.3768844E+00,+343.1207462E+00
-95.0000E-03,-267.2060E-03,-4.0201005E+00,+3.3768844E+00,+344.9076101E+00
-94.7500E-03,+36.8354E-03,-4.0201005E+00,+3.4397198E+00,+344.7487516E+00
-94.5000E-03,-144.7124E-03,-4.0201005E+00,+3.4189760E+00,+340.7286510E+00
-94.2500E-03,-245.8582E-03,-4.0201005E+00,+3.3178302E+00,+339.6612592E+00
-94.0000E-03,-267.8101E-03,-3.9403025E+00,+3.2964824E+00,+336.7085505E+00
-93.7500E-03,-347.6080E-03,-3.9396985E+00,+3.2964824E+00,+336.7085505E+00
-93.5000E-03,-347.6080E-03,-3.8988149E+00,+3.3768844E+00,+346.8611774E+00
-93.2500E-03,-347.6080E-03,-3.9396985E+00,+3.3581097E+00,+334.5659220E+00
-93.0000E-03,-265.2370E-03,-3.9416675E+00,+3.2964824E+00,+360.3368888E+00
-92.7500E-03,-186.8040E-03,-4.0777896E+00,+3.2737695E+00,+348.8595585E+00
-92.5000E-03,-186.8040E-03,-4.1374479E+00,+3.3334278E+00,+342.5759204E+00
-92.2500E-03,-186.8040E-03,-4.1809045E+00,+3.2964824E+00,+360.7988532E+00
-92.0000E-03,-186.8040E-03,-4.1095868E+00,+3.2964824E+00,+344.9758605E+00
-91.7500E-03,-186.8040E-03,-4.1005025E+00,+3.2413663E+00,+346.2402564E+00
-91.5000E-03,-106.4020E-03,-4.1005025E+00,+3.2621101E+00,+344.7487516E+00
-91.2500E-03,-106.4020E-03,-4.0337289E+00,+3.3768844E+00,+344.0673271E+00
-91.0000E-03,+47.2867E-03,-4.0201005E+00,+3.2893671E+00,+333.3999790E+00
-90.7500E-03,-134.2611E-03,-4.0201005E+00,+3.2964824E+00,+339.3356974E+00
-90.5000E-03,-106.4020E-03,-4.0201005E+00,+3.2160804E+00,+335.1185926E+00
-90.2500E-03,-267.2060E-03,-4.0201005E+00,+3.1356784E+00,+336.7085505E+00
-90.0000E-03,-437.6985E-03,-3.9396985E+00,+3.2964824E+00,+336.7085505E+00
-89.7500E-03,-217.2362E-03,-3.9896683E+00,+3.2465126E+00,+315.7437396E+00
-89.5000E-03,-347.6080E-03,-4.0201005E+00,+3.1649044E+00,+348.4050467E+00
-89.2500E-03,-97.9198E-03,-4.0201005E+00,+3.2160804E+00,+340.7286510E+00
-89.0000E-03,-267.2060E-03,-4.1005025E+00,+3.2038188E+00,+344.7487516E+00
-88.7500E-03,-26.0000E-03,-4.1335078E+00,+3.2634771E+00,+339.2895107E+00
-88.5000E-03,-293.8590E-03,-4.0467534E+00,+3.2160804E+00,+343.4382671E+00
-88.2500E-03,-100.4929E-03,-4.1005025E+00,+3.2101712E+00,+345.0442088E+00
-88.0000E-03,-186.8040E-03,-4.0201005E+00,+3.1356784E+00,+344.0070197E+00
-87.7500E-03,+18.8236E-03,-4.0201005E+00,+3.1356784E+00,+342.5075720E+00
-87.5000E-03,-186.8040E-03,-4.0201005E+00,+3.1115985E+00,+337.9125410E+00
-87.2500E-03,-106.4020E-03,-3.9396985E+00,+3.2160804E+00,+336.7085505E+00
-87.0000E-03,-365.0158E-03,-3.9396985E+00,+3.1356784E+00,+336.7085505E+00
-86.7500E-03,-224.9556E-03,-3.9396985E+00,+3.1356784E+00,+334.8009737E+00
-86.5000E-03,-106.4020E-03,-3.9181918E+00,+3.0767830E+00,+337.7838852E+00
-86.2500E-03,-266.4431E-03,-3.9389355E+00,+3.1356784E+00,+340.9193793E+00
-86.0000E-03,-106.4020E-03,-3.9596793E+00,+3.0552763E+00,+340.7286510E+00
-85.7500E-03,-146.0794E-03,-4.0201005E+00,+2.9748743E+00,+344.7487516E+00
-85.5000E-03,-44.9336E-03,-4.0201005E+00,+2.9748743E+00,+344.7487516E+00
-85.2500E-03,-106.4020E-03,-4.1005025E+00,+3.1356784E+00,+348.6783421E+00
-85.0000E-03,-106.4020E-03,-4.1230565E+00,+3.1131244E+00,+343.6210524E+00
-84.7500E-03,-137.3127E-03,-4.1376067E+00,+3.0552763E+00,+340.7286510E+00
-84.5000E-03,-170.4436E-03,-4.1005025E+00,+3.0552763E+00,+340.7286510E+00
-84.2500E-03,-182.4207E-03,-4.1005025E+00,+3.0508930E+00,+340.7286510E+00
-84.0000E-03,-131.5291E-03,-4.1005025E+00,+3.0552763E+00,+335.4521955E+00
-83.7500E-03,-186.8040E-03,-4.1005025E+00,+2.9403432E+00,+340.1616635E+00
-83.5000E-03,-200.5914E-03,-4.0867151E+00,+3.1356784E+00,+340.0392836E+00
-83.2500E-03,-347.6080E-03,-4.0935460E+00,+3.1287219E+00,+336.7085505E+00
-83.0000E-03,-400.3098E-03,-3.9396985E+00,+3.0552763E+00,+339.3436403E+00
-82.7500E-03,-428.0100E-03,-3.9396985E+00,+2.9748743E+00,+344.7487516E+00
-82.5000E-03,-347.6080E-03,-4.0088862E+00,+3.0440621E+00,+344.7487516E+00
-82.2500E-03,-115.9316E-03,-4.0201005E+00,+2.9653448E+00,+344.7487516E+00
-82.0000E-03,-267.2060E-03,-4.1005025E+00,+2.9446010E+00,+346.2624182E+00
-81.7500E-03,-77.0171E-03,-4.1005025E+00,+2.8944723E+00,+346.2179966E+00
-81.5000E-03,+45.7609E-03,-4.1005025E+00,+2.9662332E+00,+344.7487516E+00
-81.2500E-03,-186.8040E-03,-4.1126051E+00,+2.9627717E+00,+327.0687815E+00
-81.0000E-03,-106.4020E-03,-4.1005025E+00,+2.9748743E+00,+340.7286510E+00
-80.7500E-03,-79.6236E-03,-4.1005025E+00,+2.9748743E+00,+338.0491397E+00
-80.5000E-03,-106.4020E-03,-4.0944345E+00,+2.9748743E+00,+332.9918500E+00
-80.2500E-03,-91.7262E-03,-4.0201005E+00,+2.9748743E+00,+339.9948621E+00
-80.0000E-03,-106.4020E-03,-4.0555200E+00,+2.8944723E+00,+327.2339159E+00
-79.7500E-03,-291.4447E-03,-4.0201005E+00,+2.8944723E+00,+339.5167176E+00
-79.5000E-03,-347.6080E-03,-3.9431933E+00,+2.8944723E+00,+340.7286510E+00
-79.2500E-03,-221.3018E-03,-3.9396985E+00,+2.8140703E+00,+344.7487516E+00
-79.0000E-03,-229.2134E-03,-3.9396985E+00,+2.8520630E+00,+344.7487516E+00
-78.7500E-03,-267.2060E-03,-3.9180329E+00,+2.8357359E+00,+347.6855746E+00
-78.5000E-03,-185.8822E-03,-3.9396985E+00,+2.8140703E+00,+344.7948402E+00
-78.2500E-03,-166.9820E-03,-3.9396985E+00,+2.8140703E+00,+342.7108521E+00
-78.0000E-03,-146.2382E-03,-4.0201005E+00,+2.7735045E+00,+344.7487516E+00
-77.7500E-03,-125.4944E-03,-4.0201005E+00,+2.7336683E+00,+340.7286510E+00
-77.5000E-03,-186.8040E-03,-4.1005025E+00,+2.7336683E+00,+340.7286510E+00
-77.2500E-03,-93.1854E-03,-4.1005025E+00,+2.7560634E+00,+339.6088948E+00
-77.0000E-03,-63.2631E-03,-4.1005025E+00,+2.7336683E+00,+334.8453952E+00
-76.7500E-03,-234.1674E-03,-4.1005025E+00,+2.7336683E+00,+336.7085505E+00
-76.5000E-03,-106.4020E-03,-4.1766800E+00,+2.8140703E+00,+336.7085505E+00
-76.2500E-03,-81.4338E-03,-4.0755342E+00,+2.8140703E+00,+339.4802390E+00
-76.0000E-03,-106.4020E-03,-4.1005025E+00,+2.8140703E+00,+330.3216544E+00
-75.7500E-03,-267.2060E-03,-4.0201005E+00,+2.8001241E+00,+341.4259614E+00
-75.5000E-03,-347.6080E-03,-4.0201005E+00,+2.8140703E+00,+344.4088729E+00
-75.2500E-03,-241.8867E-03,-4.0201005E+00,+2.7865290E+00,+347.3917844E+00
-75.0000E-03,-186.8040E-03,-3.9396985E+00,+2.7336683E+00,+348.7688522E+00
-74.7500E-03,-198.1771E-03,-3.9396985E+00,+2.7336683E+00,+345.3174062E+00
-74.5000E-03,-267.2060E-03,-3.9396985E+00,+2.7336683E+00,+348.3003177E+00
-74.2500E-03,-237.0916E-03,-3.9698129E+00,+2.7336683E+00,+344.7487516E+00
-74.0000E-03,-267.2060E-03,-4.0201005E+00,+2.7336683E+00,+340.7286510E+00
-73.7500E-03,-97.6020E-03,-4.0201005E+00,+2.7336683E+00,+341.6086487E+00
-73.5000E-03,-37.9438E-03,-4.0885587E+00,+2.7336683E+00,+336.7085505E+00
-73.2500E-03,-154.1164E-03,-4.1005025E+00,+2.6532663E+00,+336.7085505E+00
-73.0000E-03,-186.8040E-03,-4.1005025E+00,+2.6802369E+00,+339.4056147E+00
-72.7500E-03,-273.4329E-03,-4.1005025E+00,+2.6532663E+00,+337.0198935E+00
-72.5000E-03,-267.2060E-03,-4.0859855E+00,+2.6677832E+00,+337.4343965E+00
-72.2500E-03,-186.8040E-03,-4.0201005E+00,+2.6532663E+00,+340.7286510E+00
-72.0000E-03,-26.0000E-03,-4.0201005E+00,+2.6532663E+00,+340.7286510E+00
-71.7500E-03,-29.6537E-03,-4.0237542E+00,+2.6532663E+00,+344.7487516E+00
-71.5000E-03,-123.4920E-03,-4.0030104E+00,+2.6532663E+00,+343.8942498E+00
-71.2500E-03,-267.2060E-03,-3.9822666E+00,+2.6532663E+00,+346.6404425E+00
-71.0000E-03,-369.4324E-03,-3.9396985E+00,+2.6314419E+00,+347.6776316E+00
-70.7500E-03,-108.5633E-03,-4.0190198E+00,+2.5728643E+00,+344.6947201E+00
-70.5000E-03,-267.2060E-03,-3.9396985E+00,+2.4924623E+00,+341.7118086E+00
-70.2500E-03,-307.2011E-03,-3.9396985E+00,+2.4524672E+00,+336.7085505E+00
-70.0000E-03,-328.3567E-03,-3.9589497E+00,+2.4732110E+00,+336.7085505E+00
-69.7500E-03,-267.2060E-03,-4.0201005E+00,+2.4909698E+00,+336.7085505E+00
-69.5000E-03,-84.1657E-03,-4.0423367E+00,+2.4924623E+00,+336.7085505E+00
-69.2500E-03,-143.8240E-03,-4.1005025E+00,+2.4924623E+00,+338.8575529E+00
-69.0000E-03,-186.8040E-03,-4.1005025E+00,+2.4924623E+00,+340.7286510E+00
-68.7500E-03,-110.4676E-03,-4.1045681E+00,+2.4924623E+00,+340.7286510E+00
-68.5000E-03,-81.5926E-03,-4.1560951E+00,+2.4676529E+00,+344.7487516E+00
-68.2500E-03,-106.4020E-03,-4.1005025E+00,+2.4469091E+00,+344.7487516E+00
-68.0000E-03,-172.6990E-03,-4.0863974E+00,+2.4924623E+00,+348.7688522E+00
-67.7500E-03,-186.8040E-03,-4.0267392E+00,+2.4924623E+00,+348.4369164E+00
-67.5000E-03,+54.4020E-03,-4.0201005E+00,+2.5454818E+00,+344.7487516E+00
-67.2500E-03,-10.1495E-03,-4.0201005E+00,+2.4924623E+00,+340.7286510E+00
-67.0000E-03,-117.9340E-03,-4.0201005E+00,+2.4924623E+00,+340.7286510E+00
-66.7500E-03,-267.2060E-03,-4.0201005E+00,+2.4924623E+00,+336.7085505E+00
-66.5000E-03,-106.4020E-03,-4.0201005E+00,+2.4924623E+00,+335.2107698E+00
-66.2500E-03,-246.2093E-03,-3.9694011E+00,+2.3316583E+00,+336.7085505E+00
-66.0000E-03,-347.6080E-03,-3.9486573E+00,+2.3316583E+00,+340.2807093E+00
-65.7500E-03,-335.8231E-03,-3.9396985E+00,+2.3434432E+00,+336.7085505E+00
-65.5000E-03,-73.8733E-03,-3.9396985E+00,+2.3641870E+00,+340.7286510E+00
-65.2500E-03,-133.5315E-03,-3.9396985E+00,+2.3316583E+00,+339.3721760E+00
-65.0000E-03,-186.8040E-03,-4.0201005E+00,+2.3316583E+00,+340.7286510E+00
-64.7500E-03,-120.7601E-03,-4.0201005E+00,+2.4120603E+00,+344.0308485E+00
-64.5000E-03,-26.0000E-03,-4.0552023E+00,+2.3769584E+00,+346.5038439E+00
-64.2500E-03,-130.9584E-03,-4.1005025E+00,+2.3316583E+00,+344.7487516E+00
-64.0000E-03,-186.8040E-03,-4.1005025E+00,+2.2512563E+00,+344.9393818E+00
-63.7500E-03,-203.7352E-03,-4.1005025E+00,+2.2512563E+00,+348.7688522E+00
-63.5000E-03,-106.4020E-03,-4.0577754E+00,+2.2512563E+00,+344.7487516E+00
-63.2500E-03,-128.3853E-03,-4.0420837E+00,+2.3096750E+00,+344.7487516E+00
-63.0000E-03,-267.2060E-03,-4.1005025E+00,+2.2512563E+00,+340.7286510E+00
-62.7500E-03,-26.0000E-03,-4.0201005E+00,+2.2512563E+00,+336.7085505E+00
-62.5000E-03,-106.4020E-03,-4.0201005E+00,+2.3316583E+00,+332.6884499E+00
-62.2500E-03,-167.3939E-03,-4.0395106E+00,+2.2512563E+00,+335.7380427E+00
-62.0000E-03,-27.3336E-03,-4.0201005E+00,+2.3303246E+00,+336.7085505E+00
-61.7500E-03,-186.8040E-03,-4.0201005E+00,+2.1708542E+00,+337.8124209E+00
-61.5000E-03,-385.1889E-03,-4.0201005E+00,+2.2084351E+00,+340.7286510E+00
-61.2500E-03,-347.6080E-03,-3.9565355E+00,+2.1708542E+00,+340.7286510E+00
-61.0000E-03,-267.2060E-03,-3.9396985E+00,+2.1747610E+00,+340.7286510E+00
-60.7500E-03,-322.9575E-03,-3.9396985E+00,+2.2512563E+00,+343.5162254E+00
-60.5000E-03,-393.0023E-03,-3.9747062E+00,+2.2512563E+00,+344.7487516E+00
-60.2500E-03,-172.5401E-03,-3.9396985E+00,+2.2512563E+00,+348.0556560E+00
-60.0000E-03,-193.2839E-03,-4.0201005E+00,+2.0904522E+00,+344.7487516E+00
-59.7500E-03,-186.8040E-03,-4.0201005E+00,+2.0904522E+00,+347.4076703E+00
-59.5000E-03,-106.4020E-03,-4.0201005E+00,+2.1228868E+00,+347.1471227E+00
-59.2500E-03,-186.8040E-03,-4.0888117E+00,+2.1708542E+00,+344.1642112E+00
-59.0000E-03,-267.2060E-03,-4.1005025E+00,+2.1708542E+00,+340.2760024E+00
-58.7500E-03,-106.4020E-03,-4.1005025E+00,+2.1708542E+00,+338.1983882E+00
-58.5000E-03,-216.6655E-03,-4.0499619E+00,+2.0605908E+00,+332.6884499E+00
-58.2500E-03,-186.8040E-03,-4.1005025E+00,+2.0100502E+00,+336.7085505E+00
-58.0000E-03,-106.4020E-03,-4.1005025E+00,+2.1592282E+00,+336.7085505E+00
-57.7500E-03,-154.4341E-03,-4.0681326E+00,+2.1228221E+00,+336.7085505E+00
-57.5000E-03,+27.1136E-03,-4.0201005E+00,+2.0904522E+00,+339.3642331E+00
-57.2500E-03,-32.5446E-03,-4.0266450E+00,+2.0100502E+00,+340.7286510E+00
-57.0000E-03,-186.8040E-03,-4.0201005E+00,+2.0100502E+00,+340.7286510E+00
-56.7500E-03,-26.0000E-03,-4.0201005E+00,+2.0555093E+00,+340.7286510E+00
-56.5000E-03,-242.4908E-03,-4.0201005E+00,+2.0657370E+00,+340.7286510E+00
-56.2500E-03,-335.6937E-03,-4.0201005E+00,+1.9336197E+00,+344.5501785E+00
-56.0000E-03,-267.2060E-03,-4.0033281E+00,+1.9296482E+00,+344.7487516E+00
-55.7500E-03,-347.6080E-03,-4.0201005E+00,+2.0100502E+00,+346.6245567E+00
-55.5000E-03,-164.6619E-03,-3.9396985E+00,+2.0100502E+00,+348.7688522E+00
-55.2500E-03,-268.6044E-03,-4.0201005E+00,+2.0114486E+00,+344.7487516E+00
-55.0000E-03,-347.6080E-03,-3.9590439E+00,+1.8685916E+00,+340.7286510E+00
-54.7500E-03,-106.4020E-03,-4.0201005E+00,+1.9296482E+00,+336.7085505E+00
-54.5000E-03,-206.3730E-03,-4.0005314E+00,+1.9296482E+00,+336.7085505E+00
-54.2500E-03,-267.2060E-03,-4.0201005E+00,+1.9296482E+00,+336.6498120E+00
-54.0000E-03,-106.4020E-03,-4.0420190E+00,+1.9515668E+00,+336.7085505E+00
-53.7500E-03,-224.5437E-03,-4.1005025E+00,+1.8492462E+00,+338.5955344E+00
-53.5000E-03,-26.0000E-03,-4.1005025E+00,+1.9296482E+00,+336.7085505E+00
-53.2500E-03,-106.4020E-03,-4.1005025E+00,+1.9296482E+00,+340.7286510E+00
-53.0000E-03,-323.1164E-03,-4.1564128E+00,+1.9296482E+00,+340.7286510E+00
-52.7500E-03,-106.4020E-03,-4.1005025E+00,+1.9748837E+00,+340.7286510E+00
-52.5000E-03,-252.7832E-03,-4.0345232E+00,+1.8492462E+00,+341.4497902E+00
-52.2500E-03,+48.0810E-03,-4.0201005E+00,+1.8492462E+00,+344.4327017E+00
-52.0000E-03,-186.8040E-03,-4.0201005E+00,+1.9296482E+00,+344.7487516E+00
-51.7500E-03,-202.0191E-03,-4.0201005E+00,+1.8818397E+00,+344.7487516E+00
-51.5000E-03,-106.4020E-03,-4.0886528E+00,+1.7688442E+00,+344.7487516E+00
-51.2500E-03,-186.8040E-03,-4.0201005E+00,+1.7777383E+00,+344.7487516E+00
-51.0000E-03,-55.6379E-03,-4.0201005E+00,+1.9000103E+00,+343.2668568E+00
-50.7500E-03,-267.2060E-03,-4.0201005E+00,+1.7688442E+00,+342.2296677E+00
-50.5000E-03,-106.4020E-03,-4.0201005E+00,+1.7688442E+00,+340.2648235E+00
-50.2500E-03,-347.6080E-03,-4.0315677E+00,+1.8492462E+00,+332.6884499E+00
-50.0000E-03,-186.8040E-03,-4.0201005E+00,+1.8492462E+00,+335.0979999E+00
-49.7500E-03,-375.0553E-03,-4.0201005E+00,+1.7413970E+00,+336.7085505E+00
-49.5000E-03,-434.7135E-03,-3.9464019E+00,+1.7688442E+00,+336.7085505E+00
-49.2500E-03,-267.2060E-03,-3.9537388E+00,+1.7828845E+00,+336.7085505E+00
-49.0000E-03,-382.3922E-03,-3.9744826E+00,+1.6884422E+00,+340.7286510E+00
-48.7500E-03,-186.8040E-03,-4.0201005E+00,+1.7133163E+00,+340.7286510E+00
-48.5000E-03,-347.6080E-03,-4.0201005E+00,+1.6925725E+00,+340.7286510E+00
-48.2500E-03,-106.4020E-03,-4.0201005E+00,+1.7522307E+00,+344.7487516E+00
-48.0000E-03,-267.2060E-03,-4.0201005E+00,+1.6884422E+00,+340.7286510E+00
-47.7500E-03,-48.3010E-03,-4.0782015E+00,+1.6884422E+00,+343.6337023E+00
-47.5000E-03,-186.8040E-03,-4.0216577E+00,+1.7672870E+00,+344.7487516E+00
-47.2500E-03,-6.8134E-03,-4.1005025E+00,+1.6692556E+00,+344.7487516E+00
-47.0000E-03,-186.8040E-03,-4.1005025E+00,+1.6884422E+00,+344.7487516E+00
-46.7500E-03,-247.4782E-03,-4.0201005E+00,+1.6884422E+00,+344.7487516E+00
-46.5000E-03,-186.8040E-03,-4.1005025E+00,+1.7678283E+00,+348.7180567E+00
-46.2500E-03,-267.2060E-03,-4.0418602E+00,+1.6080402E+00,+345.8367362E+00
-46.0000E-03,-106.4020E-03,-4.0579990E+00,+1.6884422E+00,+344.7487516E+00
-45.7500E-03,-186.8040E-03,-4.0372552E+00,+1.5447929E+00,+340.7286510E+00
-45.5000E-03,-106.4020E-03,-4.0236895E+00,+1.6080402E+00,+336.7085505E+00
-45.2500E-03,-267.2060E-03,-4.0444333E+00,+1.6080402E+00,+349.5092113E+00
-45.0000E-03,-106.4020E-03,-4.0201005E+00,+1.6884422E+00,+336.7085505E+00
-44.7500E-03,-252.6244E-03,-4.0859208E+00,+1.5422198E+00,+336.7085505E+00
-44.5000E-03,-186.8040E-03,-4.0201005E+00,+1.6080402E+00,+336.7085505E+00
-44.2500E-03,-267.2060E-03,-4.0201005E+00,+1.5276382E+00,+336.7085505E+00
-44.0000E-03,-234.4537E-03,-3.9724508E+00,+1.5752879E+00,+336.7085505E+00
-43.7500E-03,-347.6080E-03,-4.0201005E+00,+1.5960317E+00,+340.7286510E+00
-43.5000E-03,-267.2060E-03,-4.0201005E+00,+1.6884422E+00,+340.7286510E+00
-43.2500E-03,-428.0100E-03,-4.0201005E+00,+1.5276382E+00,+339.2546992E+00
-43.0000E-03,-347.6080E-03,-4.0201005E+00,+1.6080402E+00,+340.7286510E+00
-42.7500E-03,-428.0100E-03,-4.0106650E+00,+1.5182028E+00,+344.2769811E+00
-42.5000E-03,-278.5144E-03,-3.9396985E+00,+1.5163298E+00,+340.7286510E+00
-42.2500E-03,-138.4542E-03,-4.0201005E+00,+1.5759880E+00,+340.7286510E+00
-42.0000E-03,-294.8121E-03,-3.9924944E+00,+1.4472362E+00,+340.7286510E+00
-41.7500E-03,-106.4020E-03,-4.0201005E+00,+1.5276382E+00,+344.7487516E+00
-41.5000E-03,-333.7266E-03,-4.0062190E+00,+1.5415197E+00,+348.0747779E+00
-41.2500E-03,-60.6253E-03,-3.9854752E+00,+1.4472362E+00,+347.0375888E+00
-41.0000E-03,-267.2060E-03,-4.0201005E+00,+1.4472362E+00,+344.7487516E+00
-40.7500E-03,-106.4020E-03,-4.0201005E+00,+1.5276382E+00,+348.5543933E+00
-40.5000E-03,-250.7514E-03,-4.0201005E+00,+1.4472362E+00,+344.7487516E+00
-40.2500E-03,-106.4020E-03,-4.1005025E+00,+1.4472362E+00,+342.8888324E+00
-40.0000E-03,-26.0000E-03,-4.1005025E+00,+1.4247763E+00,+336.7085505E+00
-39.7500E-03,-185.0880E-03,-4.1005025E+00,+1.4455201E+00,+336.6227472E+00
-39.5000E-03,-45.0277E-03,-4.0391282E+00,+1.4472362E+00,+332.6884499E+00
-39.2500E-03,-186.8040E-03,-4.1005025E+00,+1.3668342E+00,+336.7085505E+00
-39.0000E-03,-86.5153E-03,-4.1005025E+00,+1.4472362E+00,+336.7085505E+00
-38.7500E-03,-267.2060E-03,-4.0201005E+00,+1.2864321E+00,+336.7085505E+00
-38.5000E-03,-106.4020E-03,-4.0201005E+00,+1.4472362E+00,+336.7085505E+00
-38.2500E-03,-267.2060E-03,-4.0201005E+00,+1.3668342E+00,+336.7085505E+00
-38.0000E-03,-186.8040E-03,-4.0201005E+00,+1.3037458E+00,+337.5742312E+00
-37.7500E-03,+54.4020E-03,-4.0201005E+00,+1.3702643E+00,+340.5571427E+00
-37.5000E-03,-210.9780E-03,-4.0201005E+00,+1.2864321E+00,+340.7286510E+00
-37.2500E-03,-26.0000E-03,-4.0201005E+00,+1.3668342E+00,+340.7286510E+00
-37.0000E-03,-267.2060E-03,-4.0348410E+00,+1.3520937E+00,+344.0117267E+00
-36.7500E-03,-32.0033E-03,-4.0201005E+00,+1.3608309E+00,+340.4284869E+00
-36.5000E-03,+747.1E-06,-4.0201005E+00,+1.3131792E+00,+340.7286510E+00
-36.2500E-03,-153.8929E-03,-4.0201005E+00,+1.2864321E+00,+340.7286510E+00
-36.0000E-03,-106.4020E-03,-4.0201005E+00,+1.2985995E+00,+344.1403824E+00
-35.7500E-03,-347.6080E-03,-4.0201005E+00,+1.2864321E+00,+341.1574709E+00
-35.5000E-03,-267.2060E-03,-4.0201005E+00,+1.2864321E+00,+344.7487516E+00
-35.2500E-03,-136.7401E-03,-4.0201005E+00,+1.2060301E+00,+344.7487516E+00
-35.0000E-03,-428.0100E-03,-4.0105062E+00,+1.2768379E+00,+348.2891388E+00
-34.7500E-03,-267.2060E-03,-4.0201005E+00,+1.2864321E+00,+344.7487516E+00
-34.5000E-03,-428.0100E-03,-3.9715917E+00,+1.2545389E+00,+344.7487516E+00
-34.2500E-03,-267.2060E-03,-3.9396985E+00,+1.3390692E+00,+348.7688522E+00
-34.0000E-03,-186.8040E-03,-4.0201005E+00,+1.2130513E+00,+345.0998093E+00
-33.7500E-03,-347.6080E-03,-3.9396985E+00,+1.2864321E+00,+348.0827208E+00
-33.5000E-03,-267.2060E-03,-3.9856341E+00,+1.2404965E+00,+343.0254311E+00
-33.2500E-03,-347.6080E-03,-4.0201005E+00,+1.2060301E+00,+339.4690601E+00
-33.0000E-03,-267.2060E-03,-4.0201005E+00,+1.2864321E+00,+332.9108518E+00
-32.7500E-03,-106.4020E-03,-4.0201005E+00,+1.2060301E+00,+333.5032371E+00
-32.5000E-03,-310.5685E-03,-4.0201005E+00,+1.1256281E+00,+332.6884499E+00
-32.2500E-03,-106.4020E-03,-4.0201005E+00,+1.2060301E+00,+336.7085505E+00
-32.0000E-03,-104.5271E-03,-4.0219754E+00,+1.2060301E+00,+336.7085505E+00
-31.7500E-03,-267.2060E-03,-4.0201005E+00,+1.1256281E+00,+335.7651075E+00
-31.5000E-03,-147.1914E-03,-4.0201005E+00,+1.2060301E+00,+334.7279184E+00
-31.2500E-03,-26.0000E-03,-4.1005025E+00,+1.1256281E+00,+336.7085505E+00
-31.0000E-03,-267.2060E-03,-4.0998043E+00,+1.0452261E+00,+336.7085505E+00
-30.7500E-03,-127.8440E-03,-4.1005025E+00,+1.1256281E+00,+337.7806492E+00
-30.5000E-03,-64.2163E-03,-4.0201005E+00,+1.1256281E+00,+336.7085505E+00
-30.2500E-03,-267.2060E-03,-4.0830300E+00,+1.0452261E+00,+337.5821741E+00
-30.0000E-03,-186.8040E-03,-4.0972312E+00,+1.1256281E+00,+340.5650856E+00
-29.7500E-03,-26.0000E-03,-4.0441155E+00,+1.0452261E+00,+340.7286510E+00
-29.5000E-03,-267.2060E-03,-4.0201005E+00,+1.0095830E+00,+338.9464940E+00
-29.2500E-03,-171.9047E-03,-4.0201005E+00,+1.0452261E+00,+340.7286510E+00
-29.0000E-03,-26.0000E-03,-3.9455429E+00,+1.1256281E+00,+340.7286510E+00
