t,id,iq,omega,uzk
-175.7500E-03,-237.1543E-03,+30.0517E-03,+3.7285441E+00,+324.6482487E+00
-175.5000E-03,-267.2060E-03,+9.3079E-03,+3.7788944E+00,+325.1136452E+00
-175.2500E-03,-186.8040E-03,+149.3682E-03,+3.7788944E+00,+328.0965567E+00
-175.0000E-03,-186.8040E-03,+160.8040E-03,+3.8110741E+00,+324.6482487E+00
-174.7500E-03,-186.8040E-03,+241.2060E-03,+3.7788944E+00,+327.2944194E+00
-174.5000E-03,-186.8040E-03,+241.2060E-03,+3.7788944E+00,+324.6482487E+00
-174.2500E-03,-186.8040E-03,+241.2060E-03,+3.7788944E+00,+324.6482487E+00
-174.0000E-03,-267.2060E-03,+206.4533E-03,+3.8940492E+00,+324.6482487E+00
-173.7500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-173.5000E-03,-190.9657E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-173.2500E-03,-250.6239E-03,+80.4020E-03,+3.9231164E+00,+324.6482487E+00
-173.0000E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+326.8020561E+00
-172.7500E-03,-267.2060E-03,+0.0E+00,+3.8592964E+00,+325.7648670E+00
-172.5000E-03,-267.2060E-03,+0.0E+00,+3.7773058E+00,+324.6482487E+00
-172.2500E-03,-267.2060E-03,+61.2468E-03,+3.8401412E+00,+327.7105894E+00
-172.0000E-03,-186.8040E-03,+39.8990E-03,+3.7788944E+00,+324.6482487E+00
-171.7500E-03,-247.4468E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-171.5000E-03,-267.2060E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-171.2500E-03,-267.2060E-03,+58.6737E-03,+3.6984924E+00,+328.6683493E+00
-171.0000E-03,-229.2761E-03,+42.4721E-03,+3.8213665E+00,+324.6482487E+00
-170.7500E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+325.5075555E+00
-170.5000E-03,-186.8040E-03,-76.8444E-03,+3.8592964E+00,+328.6683493E+00
-170.2500E-03,-242.9046E-03,-80.4020E-03,+3.8031959E+00,+324.6482487E+00
-170.0000E-03,-267.2060E-03,-45.0452E-03,+3.7788944E+00,+326.9005091E+00
-169.7500E-03,-267.2060E-03,+0.0E+00,+3.7935075E+00,+327.9376982E+00
-169.5000E-03,-186.8040E-03,+6.1308E-03,+3.7788944E+00,+328.6683493E+00
-169.2500E-03,-186.8040E-03,+133.9295E-03,+3.8592964E+00,+324.6482487E+00
-169.0000E-03,-186.8040E-03,+128.0203E-03,+3.7788944E+00,+324.6482487E+00
-168.7500E-03,-255.1661E-03,+92.4419E-03,+3.7788944E+00,+324.6482487E+00
-168.5000E-03,-186.8040E-03,+89.1059E-03,+3.7875983E+00,+324.6482487E+00
-168.2500E-03,-216.2517E-03,+80.4020E-03,+3.7279401E+00,+324.6482487E+00
-168.0000E-03,-186.8040E-03,+50.1914E-03,+3.7788944E+00,+324.6482487E+00
-167.7500E-03,-106.4020E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-167.5000E-03,-186.8040E-03,+0.0E+00,+3.8480194E+00,+324.6482487E+00
-167.2500E-03,-186.8040E-03,+48.3812E-03,+3.8592964E+00,+324.6482487E+00
-167.0000E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+326.0301215E+00
-166.7500E-03,-186.8040E-03,+87.2957E-03,+3.7857881E+00,+328.3236655E+00
-166.5000E-03,-186.8040E-03,+160.8040E-03,+3.7650443E+00,+324.6482487E+00
-166.2500E-03,-186.8040E-03,+160.8040E-03,+3.8134883E+00,+324.6482487E+00
-166.0000E-03,-186.8040E-03,+185.8684E-03,+3.6984924E+00,+324.6482487E+00
-165.7500E-03,-186.8040E-03,+236.8855E-03,+3.7788944E+00,+324.6482487E+00
-165.5000E-03,-186.8040E-03,+241.2060E-03,+3.7953177E+00,+324.6482487E+00
-165.2500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-165.0000E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-164.7500E-03,-186.8040E-03,+80.4020E-03,+3.6984924E+00,+324.7356208E+00
-164.5000E-03,-186.8040E-03,+80.4020E-03,+3.7978908E+00,+324.6482487E+00
-164.2500E-03,-267.2060E-03,+80.4020E-03,+3.8592964E+00,+326.6352547E+00
-164.0000E-03,-267.2060E-03,+140.8859E-03,+3.8592964E+00,+327.6724438E+00
-163.7500E-03,-187.6297E-03,+81.2277E-03,+3.8584708E+00,+324.5243979E+00
-163.5000E-03,-186.8040E-03,+160.8040E-03,+3.8592964E+00,+325.7267214E+00
-163.2500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+326.7639105E+00
-163.0000E-03,-249.8610E-03,+80.4020E-03,+3.8592964E+00,+325.5154984E+00
-162.7500E-03,-186.8040E-03,+80.4020E-03,+3.8592964E+00,+324.8181880E+00
-162.5000E-03,-243.0635E-03,+24.1426E-03,+3.7788944E+00,+324.6482487E+00
-162.2500E-03,-186.8040E-03,+0.0E+00,+3.8592964E+00,+324.6482487E+00
-162.0000E-03,-186.8040E-03,-80.4020E-03,+3.7788944E+00,+324.6482487E+00
-161.7500E-03,-192.7759E-03,-74.4301E-03,+3.8592964E+00,+324.6482487E+00
-161.5000E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+325.9840329E+00
-161.2500E-03,-267.2060E-03,+0.0E+00,+3.7459519E+00,+324.6482487E+00
-161.0000E-03,-267.2060E-03,+12.1988E-03,+3.7910932E+00,+324.6482487E+00
-160.7500E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-160.5000E-03,-186.8040E-03,+131.5152E-03,+3.8592964E+00,+328.6683493E+00
-160.2500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+327.1498778E+00
-160.0000E-03,-267.2060E-03,+90.0277E-03,+3.8592964E+00,+324.6482487E+00
-159.7500E-03,-186.8040E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-159.5000E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-159.2500E-03,-186.8040E-03,-27.7963E-03,+3.8592964E+00,+328.6683493E+00
-159.0000E-03,-186.8040E-03,-7.0525E-03,+3.7788944E+00,+328.3157226E+00
-158.7500E-03,-253.5148E-03,-13.6912E-03,+3.8592964E+00,+321.3127105E+00
-158.5000E-03,-232.7710E-03,+34.4350E-03,+3.7788944E+00,+324.6482487E+00
-158.2500E-03,-267.2060E-03,+80.4020E-03,+3.7536712E+00,+327.4071893E+00
-158.0000E-03,-186.8040E-03,+84.8814E-03,+3.7833738E+00,+324.8722195E+00
-157.7500E-03,-186.8040E-03,+144.5397E-03,+3.7788944E+00,+326.2746851E+00
-157.5000E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-157.2500E-03,-186.8040E-03,+160.8040E-03,+3.7211425E+00,+327.5358451E+00
-157.0000E-03,-186.8040E-03,+160.8040E-03,+3.7808007E+00,+328.6683493E+00
-156.7500E-03,-167.9665E-03,+141.9665E-03,+3.7977319E+00,+327.7264753E+00
-156.5000E-03,-147.2228E-03,+39.5813E-03,+3.7393132E+00,+326.6892862E+00
-156.2500E-03,-186.8040E-03,+60.3250E-03,+3.8392195E+00,+327.6645008E+00
-156.0000E-03,-266.5392E-03,+79.7352E-03,+3.7788944E+00,+324.6149080E+00
-155.7500E-03,-288.6166E-03,+58.9914E-03,+3.7788944E+00,+326.7893082E+00
-155.5000E-03,-225.0517E-03,+160.8040E-03,+3.7406468E+00,+324.4529116E+00
-155.2500E-03,-186.8040E-03,+160.8040E-03,+3.7613906E+00,+324.6482487E+00
-155.0000E-03,-186.8040E-03,+241.2060E-03,+3.8592964E+00,+328.6683493E+00
-154.7500E-03,-186.8040E-03,+160.8040E-03,+3.7224761E+00,+325.8474342E+00
-154.5000E-03,-186.8040E-03,+205.5315E-03,+3.8236219E+00,+326.4319746E+00
-154.2500E-03,-186.8040E-03,+226.2753E-03,+3.8592964E+00,+324.6482487E+00
-154.0000E-03,-186.8040E-03,+160.8040E-03,+3.8534834E+00,+324.6482487E+00
-153.7500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+325.9760900E+00
-153.5000E-03,-267.2060E-03,+0.0E+00,+3.8592964E+00,+326.3033189E+00
-153.2500E-03,-267.2060E-03,-80.4020E-03,+3.7788944E+00,+324.6482487E+00
-153.0000E-03,-267.2060E-03,+0.0E+00,+3.8592964E+00,+328.2490413E+00
-152.7500E-03,-267.2060E-03,+0.0E+00,+3.8301665E+00,+324.6482487E+00
-152.5000E-03,-217.3323E-03,+30.5283E-03,+3.8592964E+00,+324.6482487E+00
-152.2500E-03,-196.5885E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-152.0000E-03,-197.7633E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-151.7500E-03,-218.5071E-03,+48.6990E-03,+3.8592964E+00,+326.2334015E+00
-151.5000E-03,-267.2060E-03,+27.9552E-03,+3.6984924E+00,+327.2705906E+00
-151.2500E-03,-194.0154E-03,+0.0E+00,+3.8592964E+00,+324.6482487E+00
-151.0000E-03,-200.3364E-03,-66.8696E-03,+3.7788944E+00,+325.3248682E+00
-150.7500E-03,-186.8040E-03,-34.2762E-03,+3.7788944E+00,+326.3620573E+00
-150.5000E-03,-241.8240E-03,-80.4020E-03,+3.8042765E+00,+327.3992464E+00
-150.2500E-03,-267.2060E-03,-80.4020E-03,+3.7788944E+00,+324.6482487E+00
-150.0000E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+327.8693499E+00
-149.7500E-03,-230.3567E-03,+36.8493E-03,+3.7788944E+00,+326.8258849E+00
-149.5000E-03,-244.3971E-03,+137.9951E-03,+3.8592964E+00,+327.5279022E+00
-149.2500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-149.0000E-03,-205.4826E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-148.7500E-03,-186.8040E-03,+121.3816E-03,+3.8592964E+00,+326.6193688E+00
-148.5000E-03,-186.8040E-03,+80.4020E-03,+3.7586586E+00,+324.6482487E+00
-148.2500E-03,-186.8040E-03,+80.4020E-03,+3.8592964E+00,+324.6736464E+00
-148.0000E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+327.6057624E+00
-147.7500E-03,-186.8040E-03,+0.0E+00,+3.7368989E+00,+326.5685733E+00
-147.5000E-03,-249.5433E-03,+0.0E+00,+3.7965571E+00,+327.7852137E+00
-147.2500E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-147.0000E-03,-243.3812E-03,+136.9792E-03,+3.8592964E+00,+324.6482487E+00
-146.7500E-03,-186.8040E-03,+116.2354E-03,+3.7430611E+00,+324.6482487E+00
-146.5000E-03,-186.8040E-03,+160.8040E-03,+3.7939840E+00,+327.9138695E+00
-146.2500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.3655394E+00
-146.0000E-03,-186.8040E-03,+214.8081E-03,+3.7788944E+00,+324.6482487E+00
-145.7500E-03,-186.8040E-03,+160.8040E-03,+3.8121547E+00,+327.0053361E+00
-145.5000E-03,-106.4020E-03,+148.2875E-03,+3.7663780E+00,+325.2740727E+00
-145.2500E-03,-186.8040E-03,+88.6293E-03,+3.7871217E+00,+328.2569842E+00
-145.0000E-03,-186.8040E-03,+28.9711E-03,+3.7499233E+00,+323.1996945E+00
-144.7500E-03,-236.5189E-03,+49.7149E-03,+3.6984924E+00,+326.1826060E+00
-144.5000E-03,-257.2627E-03,+70.4586E-03,+3.8493531E+00,+325.1454169E+00
-144.2500E-03,-186.8040E-03,+150.0036E-03,+3.7788944E+00,+324.6482487E+00
-144.0000E-03,-235.6618E-03,+160.8040E-03,+3.8592964E+00,+327.8026685E+00
-143.7500E-03,-186.8040E-03,+241.2060E-03,+3.8592964E+00,+328.6683493E+00
-143.5000E-03,-194.1743E-03,+241.2060E-03,+3.7788944E+00,+324.2797362E+00
-143.2500E-03,-253.8325E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-143.0000E-03,-186.8040E-03,+160.8040E-03,+3.8592964E+00,+324.6482487E+00
-142.7500E-03,-267.2060E-03,+80.4020E-03,+3.7788944E+00,+325.9252945E+00
-142.5000E-03,-186.8040E-03,+4.7971E-03,+3.8592964E+00,+324.6482487E+00
-142.2500E-03,-251.2594E-03,-15.9466E-03,+3.7788944E+00,+327.0736845E+00
-142.0000E-03,-267.2060E-03,-80.4020E-03,+3.8592964E+00,+326.4827701E+00
-141.7500E-03,-267.2060E-03,+0.0E+00,+3.8592964E+00,+324.6482487E+00
-141.5000E-03,-267.2060E-03,+0.0E+00,+3.7766704E+00,+324.7594496E+00
-141.2500E-03,-267.2060E-03,+18.5198E-03,+3.8592964E+00,+327.7423611E+00
-141.0000E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+326.6114259E+00
-140.7500E-03,-186.8040E-03,+20.3947E-03,+3.8389018E+00,+325.6679829E+00
-140.5000E-03,-186.8040E-03,+80.4020E-03,+3.6988415E+00,+336.6561860E+00
-140.2500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-140.0000E-03,-225.3694E-03,+0.0E+00,+3.8174598E+00,+322.3928503E+00
-139.7500E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+327.7772708E+00
-139.5000E-03,-264.2838E-03,+0.0E+00,+3.8563742E+00,+324.5021381E+00
-139.2500E-03,-186.8040E-03,-80.4020E-03,+3.7221584E+00,+324.6482487E+00
-139.0000E-03,-267.2060E-03,-44.4098E-03,+3.8233042E+00,+324.6482487E+00
-138.7500E-03,-267.2060E-03,+65.1536E-03,+3.7941429E+00,+325.4106714E+00
-138.5000E-03,-261.7107E-03,+80.4020E-03,+3.7039877E+00,+324.9230150E+00
-138.2500E-03,-186.8040E-03,+80.4020E-03,+3.8051335E+00,+324.6482487E+00
-138.0000E-03,-186.8040E-03,+113.8211E-03,+3.7454753E+00,+326.9973932E+00
-137.7500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+321.2619150E+00
-137.5000E-03,-194.8725E-03,+88.4705E-03,+3.7788944E+00,+325.0516708E+00
-137.2500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+328.6683493E+00
-137.0000E-03,-155.9580E-03,+129.9580E-03,+3.8097404E+00,+327.1260490E+00
-136.7500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+328.6683493E+00
-136.5000E-03,-186.8040E-03,+0.0E+00,+3.8592964E+00,+328.6683493E+00
-136.2500E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+323.7666821E+00
-136.0000E-03,-238.9331E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-135.7500E-03,-259.6769E-03,+80.4020E-03,+3.7788944E+00,+328.6683493E+00
-135.5000E-03,-186.8040E-03,+160.8040E-03,+3.7117071E+00,+325.3089823E+00
-135.2500E-03,-152.8456E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-135.0000E-03,-106.4020E-03,+241.2060E-03,+3.7531947E+00,+313.7078012E+00
-134.7500E-03,-186.8040E-03,+241.2060E-03,+3.7788944E+00,+324.6482487E+00
-134.5000E-03,-106.4020E-03,+225.4182E-03,+3.9239107E+00,+327.8789598E+00
-134.2500E-03,-186.8040E-03,+116.9336E-03,+3.8958280E+00,+326.4748272E+00
-134.0000E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-133.7500E-03,-186.8040E-03,+0.0E+00,+3.8592964E+00,+328.5492054E+00
-133.5000E-03,-248.8451E-03,+0.0E+00,+3.7788944E+00,+325.5662939E+00
-133.2500E-03,-267.2060E-03,+0.0E+00,+3.8592964E+00,+328.6683493E+00
-133.0000E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-132.7500E-03,-186.9943E-03,+190.2E-06,+3.7788944E+00,+324.6482487E+00
-132.5000E-03,-246.2720E-03,+80.4020E-03,+3.9187644E+00,+327.6216483E+00
-132.2500E-03,-228.4818E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-132.0000E-03,-267.2060E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-131.7500E-03,-186.8040E-03,+2.7634E-03,+3.7012558E+00,+313.0024499E+00
-131.5000E-03,-186.8040E-03,+0.0E+00,+3.8592964E+00,+327.4929925E+00
-131.2500E-03,-222.9551E-03,+0.0E+00,+3.8592964E+00,+332.2834588E+00
-131.0000E-03,-202.2113E-03,-80.4020E-03,+3.7788944E+00,+327.8979836E+00
-130.7500E-03,-267.2060E-03,-5.3365E-03,+3.8539600E+00,+324.9150721E+00
-130.5000E-03,-212.8843E-03,+0.0E+00,+3.7528142E+00,+324.6482487E+00
-130.2500E-03,-220.3820E-03,+0.0E+00,+3.8257185E+00,+326.9894503E+00
-130.0000E-03,-199.6382E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-129.7500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-129.5000E-03,-186.8040E-03,+132.1507E-03,+3.8592964E+00,+322.3387207E+00
-129.2500E-03,-217.8089E-03,+80.4020E-03,+3.6984924E+00,+328.6683493E+00
-129.0000E-03,-186.8040E-03,+160.8040E-03,+3.8490354E+00,+324.6482487E+00
-128.7500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-128.5000E-03,-186.8040E-03,+80.4020E-03,+3.8280700E+00,+328.6683493E+00
-128.2500E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-128.0000E-03,-194.4920E-03,-7.6880E-03,+3.7788944E+00,+325.0326470E+00
-127.7500E-03,-267.2060E-03,+0.0E+00,+3.7919502E+00,+324.6482487E+00
-127.5000E-03,-220.6036E-03,+80.4020E-03,+3.7788944E+00,+333.9687317E+00
-127.2500E-03,-186.8040E-03,+80.4020E-03,+3.8334378E+00,+320.7694537E+00
-127.0000E-03,-262.0912E-03,+85.5169E-03,+3.7737796E+00,+324.6482487E+00
-126.7500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+327.8869027E+00
-126.5000E-03,-186.8040E-03,+160.8040E-03,+3.8152671E+00,+329.0511786E+00
-126.2500E-03,-186.8040E-03,+184.0895E-03,+3.7788944E+00,+322.3196969E+00
-126.0000E-03,-186.8040E-03,+160.8040E-03,+3.7814362E+00,+324.5211619E+00
-125.7500E-03,-168.6020E-03,+160.8040E-03,+3.7606924E+00,+324.6482487E+00
-125.5000E-03,-145.3478E-03,+80.4020E-03,+3.7788944E+00,+322.5754395E+00
-125.2500E-03,-186.8040E-03,+20.7124E-03,+3.7996068E+00,+324.6482487E+00
-125.0000E-03,-186.8354E-03,+0.0E+00,+3.8592964E+00,+324.6482487E+00
-124.7500E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+318.6855636E+00
-124.5000E-03,-267.2060E-03,+80.4020E-03,+3.8592964E+00,+326.5924021E+00
-124.2500E-03,-267.2060E-03,+80.4020E-03,+3.7788944E+00,+325.5552130E+00
-124.0000E-03,-267.2060E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-123.7500E-03,-210.1523E-03,+137.4557E-03,+3.8592964E+00,+324.6482487E+00
-123.5000E-03,-267.2060E-03,+80.4020E-03,+3.7788944E+00,+329.0574545E+00
-123.2500E-03,-202.3702E-03,+80.4020E-03,+3.7944606E+00,+324.6482487E+00
-123.0000E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+328.4094688E+00
-122.7500E-03,-186.8040E-03,-80.4020E-03,+3.8592964E+00,+327.3722797E+00
-122.5000E-03,-233.4692E-03,-80.4020E-03,+3.7788944E+00,+322.9614068E+00
-122.2500E-03,-267.2060E-03,-80.4020E-03,+3.7788944E+00,+325.2979015E+00
-122.0000E-03,-186.8040E-03,-80.4020E-03,+3.8592964E+00,+324.6482487E+00
-121.7500E-03,-267.2060E-03,+0.0E+00,+3.7788944E+00,+322.0528735E+00
-121.5000E-03,-217.9677E-03,+0.0E+00,+3.7788944E+00,+323.0900625E+00
-121.2500E-03,-186.8040E-03,+10.4199E-03,+3.7788944E+00,+324.6482487E+00
-121.0000E-03,-197.1279E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-120.7500E-03,-217.8716E-03,+80.4020E-03,+3.8099621E+00,+327.1149681E+00
-120.5000E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+323.2187183E+00
-120.2500E-03,-186.8040E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-120.0000E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+321.2729959E+00
-119.7500E-03,-186.8040E-03,+0.0E+00,+3.7788944E+00,+324.6482487E+00
-119.5000E-03,-186.8040E-03,-26.0175E-03,+3.7528769E+00,+325.9491233E+00
-119.2500E-03,-186.8040E-03,+0.0E+00,+3.7736207E+00,+324.9119342E+00
-119.0000E-03,-202.2741E-03,+15.4701E-03,+3.8592964E+00,+324.6482487E+00
-118.7500E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+324.6482487E+00
-118.5000E-03,-186.8040E-03,+160.8040E-03,+3.8023388E+00,+324.6482487E+00
-118.2500E-03,-264.5054E-03,+158.1034E-03,+3.7761938E+00,+324.6482487E+00
-118.0000E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-117.7500E-03,-186.8040E-03,+119.1890E-03,+3.7788944E+00,+324.6482487E+00
-117.5000E-03,-165.9328E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-117.2500E-03,-106.5295E-03,+80.4020E-03,+3.7788944E+00,+324.6546226E+00
-117.0000E-03,-186.8040E-03,+0.0E+00,+3.6984924E+00,+324.6482487E+00
-116.7500E-03,-186.8040E-03,+0.0E+00,+3.8592964E+00,+324.6482487E+00
-116.5000E-03,-267.2060E-03,+0.0E+00,+3.7605963E+00,+324.6482487E+00
-116.2500E-03,-264.7604E-03,+80.4020E-03,+3.7764488E+00,+324.6482487E+00
-116.0000E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-115.7500E-03,-186.8040E-03,+160.8040E-03,+3.6984924E+00,+324.6482487E+00
-115.5000E-03,-186.8040E-03,+176.5290E-03,+3.7788944E+00,+325.4345002E+00
-115.2500E-03,-186.8040E-03,+236.1873E-03,+3.7788944E+00,+328.4174117E+00
-115.0000E-03,-186.8040E-03,+241.2060E-03,+3.7788944E+00,+324.6482487E+00
-114.7500E-03,-152.9083E-03,+207.3103E-03,+3.8127901E+00,+329.7326031E+00
-114.5000E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-114.2500E-03,-186.8040E-03,+160.8040E-03,+3.7788944E+00,+324.6482487E+00
-114.0000E-03,-186.8040E-03,+80.4020E-03,+3.8592964E+00,+327.2515668E+00
-113.7500E-03,-267.2060E-03,+0.0E+00,+3.8102170E+00,+327.1022202E+00
-113.5000E-03,-267.2060E-03,+80.4020E-03,+3.8487176E+00,+329.1972892E+00
-113.2500E-03,-337.4431E-03,+80.4020E-03,+3.8592964E+00,+324.6482487E+00
-113.0000E-03,-186.8040E-03,+80.4020E-03,+3.7788944E+00,+327.1229110E+00
-112.7500E-03,-186.8040E-03,+109.1515E-03,+3.8592964E+00,+327.5231952E+00
-112.5000E-03,-259.2003E-03,+80.4020E-03,+3.7788944E+00,+323.4473961E+00
-112.2500E-03,-267.2060E-03,+80.4020E-03,+3.8592964E+00,+325.2851536E+00
-112.0000E-03,-233.7241E-03,+33.4819E-03,+3.7788944E+00,+328.6683493E+00
-111.7500E-03,-267.2060E-03,-508.5884E-03,+3.7788944E+00,+324.6482487E+00
-111.5000E-03,-428.0100E-03,-2.0100502E+00,+3.7788944E+00,+324.9198771E+00
-111.2500E-03,-573.5029E-03,-2.6532663E+00,+3.7788944E+00,+324.6482487E+00
-111.0000E-03,-830.0201E-03,-3.2964824E+00,+3.8592964E+00,+321.4573502E+00
-110.7500E-03,-990.8241E-03,-3.5612916E+00,+3.7788944E+00,+328.6683493E+00
-110.5000E-03,-910.4221E-03,-3.8592964E+00,+3.8564370E+00,+332.6884499E+00
-110.2500E-03,-910.4221E-03,-3.8592964E+00,+3.7967788E+00,+332.6884499E+00
-110.0000E-03,-952.1960E-03,-3.9783266E+00,+3.7788944E+00,+334.6198554E+00
-109.7500E-03,-910.4221E-03,-3.9396985E+00,+3.7999246E+00,+336.7085505E+00
-109.5000E-03,-749.6181E-03,-4.0999298E+00,+3.7788944E+00,+340.7286510E+00
-109.2500E-03,-809.5626E-03,-4.0201005E+00,+3.7788944E+00,+340.7286510E+00
-109.0000E-03,-951.6233E-03,-3.9396985E+00,+3.7376932E+00,+342.7887123E+00
-108.7500E-03,-910.4221E-03,-3.9396985E+00,+3.7604374E+00,+343.8259014E+00
-108.5000E-03,-591.1008E-03,-4.0201005E+00,+3.7811812E+00,+348.7688522E+00
-108.2500E-03,-611.8446E-03,-4.0774719E+00,+3.7788944E+00,+347.6173243E+00
-108.0000E-03,-508.4121E-03,-4.1809045E+00,+3.6984924E+00,+348.7688522E+00
-107.7500E-03,-508.4121E-03,-4.1005025E+00,+3.7788944E+00,+343.9545572E+00
-107.5000E-03,-593.6740E-03,-4.1005025E+00,+3.6984924E+00,+340.4856564E+00
-107.2500E-03,-588.8141E-03,-4.1005025E+00,+3.6984924E+00,+340.7286510E+00
-107.0000E-03,-347.6080E-03,-4.1005025E+00,+3.7788944E+00,+340.7286510E+00
-106.7500E-03,-347.6080E-03,-4.0871917E+00,+3.6984924E+00,+336.7085505E+00
-106.5000E-03,-588.8141E-03,-4.0201005E+00,+3.7788944E+00,+336.7085505E+00
-106.2500E-03,-347.6080E-03,-4.0201005E+00,+3.6984924E+00,+341.9310726E+00
-106.0000E-03,-508.4121E-03,-3.9711799E+00,+3.6180904E+00,+340.7286510E+00
-105.7500E-03,-508.4121E-03,-3.9396985E+00,+3.6180904E+00,+348.2319693E+00
-105.5000E-03,-277.2122E-03,-4.0301066E+00,+3.6984924E+00,+344.7487516E+00
-105.2500E-03,-347.6080E-03,-4.1005025E+00,+3.6180904E+00,+344.7487516E+00
-105.0000E-03,-186.8040E-03,-4.1005025E+00,+3.6984924E+00,+344.7487516E+00
-104.7500E-03,-186.8040E-03,-4.1005025E+00,+3.6984924E+00,+344.7487516E+00
-104.5000E-03,-428.0100E-03,-4.1005025E+00,+3.6180904E+00,+344.7487516E+00
-104.2500E-03,-380.9311E-03,-4.0534235E+00,+3.5710114E+00,+340.7286510E+00
-104.0000E-03,-186.8040E-03,-4.0464357E+00,+3.6721572E+00,+340.7286510E+00
-103.7500E-03,-267.2060E-03,-4.0949110E+00,+3.6180904E+00,+340.7286510E+00
-103.5000E-03,-267.2060E-03,-4.0853501E+00,+3.5376884E+00,+333.4460676E+00
-103.2500E-03,-347.6080E-03,-4.0559966E+00,+3.6180904E+00,+336.7085505E+00
-103.0000E-03,-532.1741E-03,-4.0201005E+00,+3.5614505E+00,+336.7085505E+00
-102.7500E-03,-502.3754E-03,-4.0231188E+00,+3.5407067E+00,+340.7286510E+00
-102.5000E-03,-267.2060E-03,-4.1809045E+00,+3.6984924E+00,+343.8624781E+00
-102.2500E-03,-228.7368E-03,-4.1809045E+00,+3.5376884E+00,+344.7487516E+00
-102.0000E-03,-106.4020E-03,-4.2613065E+00,+3.5376884E+00,+344.7487516E+00
-101.7500E-03,-186.8040E-03,-4.2613065E+00,+3.6180904E+00,+344.7487516E+00
